"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.735206686E1,-7.885080576E-2,5.965626240E-2,4.423141479E-3,9.897415518E-2
8.735706686E1,-7.356151938E-2,6.340634823E-2,-3.752136230E-2,1.041129903E-1
8.736206686E1,-7.277193666E-2,4.956269264E-2,-6.395149231E-2,1.088209935E-1
8.736706686E1,-6.485167146E-2,4.893815517E-2,-9.855365753E-2,1.277243349E-1
8.737206686E1,-4.519793391E-2,6.559991837E-2,-9.983348846E-2,1.277220730E-1
8.737706686E1,-1.129814982E-2,5.667400360E-2,-8.335685730E-2,1.014295644E-1
8.738206686E1,1.008886099E-2,4.872977734E-2,-7.714843750E-2,9.180554299E-2
8.738706686E1,2.620914578E-2,5.460643768E-2,-9.339523315E-2,1.113168987E-1
8.739206686E1,5.177843571E-2,6.278526783E-2,-1.003599167E-1,1.292095551E-1
8.739706686E1,6.280207634E-2,6.698751450E-2,-1.115198135E-1,1.444579409E-1
8.740206686E1,7.198545337E-2,8.031654358E-2,-1.071252823E-1,1.520147321E-1
8.740706686E1,7.505899668E-2,7.379531860E-2,-8.008098602E-2,1.322594660E-1
8.741206686E1,6.118419766E-2,4.665398598E-2,-7.264804840E-2,1.058198440E-1
8.741706686E1,4.355591536E-2,2.947771549E-2,-7.150173187E-2,8.876120286E-2
8.742206686E1,3.048852086E-2,1.792991161E-2,-5.568408966E-2,6.596779120E-2
8.742706686E1,1.204344630E-2,-1.312470436E-2,-1.431846619E-2,2.285434176E-2
8.743206686E1,-1.447516680E-2,-5.455505848E-2,1.616859436E-2,5.871293131E-2
8.743706686E1,-2.332329750E-2,-7.342314720E-2,5.762863159E-2,9.620807622E-2
8.744206686E1,-2.753457427E-2,-1.033430099E-1,9.378814697E-2,1.422467820E-1
8.744706686E1,-3.425869346E-2,-1.196976900E-1,1.251792908E-1,1.765532495E-1
8.745206686E1,-1.738482714E-2,-1.274091005E-1,1.485662460E-1,1.964872530E-1
8.745706686E1,-1.597741246E-2,-1.288654804E-1,1.378936768E-1,1.894102844E-1
8.746206686E1,-4.255652428E-3,-1.173099279E-1,1.217708588E-1,1.691386172E-1
8.746706686E1,2.959132195E-3,-1.035279036E-1,1.007699966E-1,1.445038944E-1
8.747206686E1,-5.555957556E-3,-9.449899197E-2,5.711460114E-2,1.105577035E-1
8.747706686E1,-4.860699177E-3,-7.200253010E-2,2.611446381E-2,7.674604848E-2
8.748206686E1,-8.333057165E-3,-5.891251564E-2,-1.386833191E-2,6.109382105E-2
8.748706686E1,-1.185894012E-2,-3.705179691E-2,-3.207969666E-2,5.042397300E-2
8.749206686E1,-1.405695081E-2,-2.417600155E-2,-4.932689667E-2,5.670290691E-2
8.749706686E1,-8.382797241E-3,-1.187741756E-2,-5.972480774E-2,6.146866679E-2
8.750206686E1,-3.443747759E-3,-1.520192623E-2,-5.318260193E-2,5.541973572E-2
8.750706686E1,-1.667830348E-2,2.195119858E-3,-3.818607330E-2,4.172721597E-2
8.751206686E1,-5.463272333E-3,2.768635750E-3,-1.056194305E-2,1.220931323E-2
8.751706686E1,-5.010038614E-3,1.415860653E-2,9.155273438E-4,1.504675434E-2
8.752206686E1,-2.751141787E-3,2.679920197E-2,8.670806885E-3,2.830104060E-2
8.752706686E1,-7.542967796E-4,2.105271816E-2,2.327537537E-2,3.139313626E-2
8.753206686E1,-3.934502602E-3,2.587902546E-2,4.474258423E-2,5.183727532E-2
8.753706686E1,9.834647179E-3,2.972340584E-2,3.463840485E-2,4.669068676E-2
8.754206686E1,2.046978474E-2,3.714382648E-2,4.683876038E-2,6.318659198E-2
8.754706686E1,2.305084467E-2,4.351532459E-2,4.293060303E-2,6.532963792E-2
8.755206686E1,2.592572570E-2,4.762363434E-2,5.456066132E-2,7.692216562E-2
8.755706686E1,3.158402443E-2,4.050004482E-2,2.782726288E-2,5.841370378E-2
8.756206686E1,3.877776861E-2,5.678176880E-2,3.587818146E-2,7.755725956E-2
8.756706686E1,4.013845325E-2,5.887496471E-2,3.310394287E-2,7.856989202E-2
8.757206686E1,2.184012532E-2,6.432962418E-2,4.072284698E-2,7.920632479E-2
8.757706686E1,2.526611090E-2,7.843112946E-2,2.705192566E-2,8.672730314E-2
8.758206686E1,2.460438013E-2,7.515132427E-2,4.359817505E-2,9.029893648E-2
8.758706686E1,1.506078243E-2,7.627964020E-2,3.896141052E-2,8.696782271E-2
8.759206686E1,1.731228828E-2,6.955742836E-2,5.527019501E-2,9.051378692E-2
8.759706686E1,1.279702783E-2,7.618010044E-2,4.143142700E-2,8.765691512E-2
8.760206686E1,9.289681911E-3,6.193423271E-2,4.516506195E-2,7.721418388E-2
8.760706686E1,4.963576794E-4,5.090677738E-2,1.006889343E-2,5.189536559E-2
8.761206686E1,5.682051182E-3,5.122244358E-2,1.604747772E-2,5.397727275E-2
8.761706686E1,-5.187690258E-4,3.874599934E-2,-2.859020233E-2,4.815517890E-2
8.762206686E1,-4.302948713E-3,2.663338184E-2,-5.130100250E-2,5.796244693E-2
8.762706686E1,-2.630680799E-3,9.479284286E-3,-3.120517731E-2,3.271911372E-2
8.763206686E1,7.380694151E-3,-7.431864738E-3,1.923751831E-2,2.190409483E-2
8.763706686E1,5.064249039E-3,-2.159845829E-2,2.609539032E-2,3.425068488E-2
8.764206686E1,-1.490384340E-3,-3.340220451E-2,4.615116119E-2,5.698998325E-2
8.764706686E1,-1.111507416E-3,-3.093588352E-2,4.216575623E-2,5.230884568E-2
8.765206686E1,-1.278218627E-2,-3.925251961E-2,7.833480835E-3,4.201794859E-2
8.765706686E1,-2.768936753E-2,-5.485701561E-2,-2.143192291E-2,6.507934047E-2
8.766206686E1,-2.409037948E-2,-5.054700375E-2,-5.760097504E-2,8.033192576E-2
8.766706686E1,-4.141709208E-2,-5.510449409E-2,-9.179115295E-2,1.147932774E-1
8.767206686E1,-4.396054149E-2,-4.835009575E-2,-1.171245575E-1,1.341209265E-1
8.767706686E1,-6.527784467E-2,-3.773367405E-2,-1.261930466E-1,1.470024223E-1
8.768206686E1,-6.361287832E-2,-2.708768845E-2,-1.258125305E-1,1.435588172E-1
8.768706686E1,-5.707907677E-2,-2.231466770E-2,-1.363449097E-1,1.494854501E-1
8.769206686E1,-5.263105035E-2,-3.457152843E-2,-1.113443375E-1,1.279170807E-1
8.769706686E1,-4.875361919E-2,-3.432714939E-2,-1.017789841E-1,1.179585951E-1
8.770206686E1,-5.408495665E-2,-4.326879978E-2,-8.180618286E-2,1.071896596E-1
8.770706686E1,-4.561471939E-2,-5.844604969E-2,-5.820369720E-2,9.425663753E-2
8.771206686E1,-3.757199645E-2,-6.209468842E-2,-2.112483978E-2,7.558878291E-2
8.771706686E1,-2.616658807E-2,-6.102418900E-2,-2.234458923E-3,6.643519233E-2
8.772206686E1,-2.262076735E-2,-5.718791485E-2,3.317832947E-3,6.158867376E-2
8.772706686E1,-9.037941694E-3,-5.814576149E-2,1.467323303E-2,6.064583858E-2
8.773206686E1,-1.106673479E-2,-4.856705666E-2,3.152084351E-2,5.894739338E-2
8.773706686E1,-6.926983595E-3,-4.008924961E-2,5.588626862E-2,6.912601577E-2
8.774206686E1,1.309275627E-3,-4.319345951E-2,4.388427734E-2,6.158911385E-2
8.774706686E1,1.572608948E-3,-3.120064735E-2,4.644966125E-2,5.597789318E-2
8.775206686E1,1.353833079E-2,-2.681612968E-2,6.650829315E-2,7.297769707E-2
8.775706686E1,2.396222949E-2,-1.699292660E-2,7.665824890E-2,8.209406264E-2
8.776206686E1,2.679228783E-2,-2.658820152E-2,4.934787750E-2,6.212867423E-2
8.776706686E1,2.269804478E-2,-5.177140236E-3,5.497646332E-2,5.970272638E-2
8.777206686E1,4.305592179E-2,-1.315402985E-2,3.801441193E-2,5.892313991E-2
8.777706686E1,3.464549780E-2,-2.979159355E-3,3.487777710E-2,4.925084003E-2
8.778206686E1,3.977429867E-2,6.951808929E-3,1.850891113E-2,4.441736455E-2
8.778706686E1,5.765461922E-2,6.206631660E-3,3.425693512E-2,6.735068669E-2
8.779206686E1,2.908074856E-2,5.448222160E-3,3.744602203E-2,4.772397330E-2
8.779706686E1,2.181068063E-2,8.823037148E-3,1.664447784E-2,2.881996559E-2
8.780206686E1,3.258612752E-2,1.007580757E-2,1.229953766E-2,3.625818848E-2
8.780706686E1,3.052145243E-2,2.458691597E-2,3.222465515E-3,3.932505282E-2
8.781206686E1,3.811147809E-2,2.774965763E-2,2.374744415E-2,5.278701890E-2
8.781706686E1,2.686399221E-2,4.364907742E-2,2.932643890E-2,5.905045348E-2
8.782206686E1,2.338212729E-2,4.067170620E-2,6.401062012E-3,4.734854968E-2
8.782706686E1,2.570700645E-2,4.517781734E-2,-1.288604736E-2,5.355310988E-2
8.783206686E1,2.153196931E-2,5.622410774E-2,-1.657390594E-2,6.244573926E-2
8.783706686E1,2.128544450E-2,5.959475040E-2,-1.290225983E-2,6.458384265E-2
8.784206686E1,2.144840360E-2,4.992938042E-2,-1.958465576E-2,5.776275432E-2
8.784706686E1,2.164068818E-2,5.135500431E-2,-1.623535156E-2,5.804517631E-2
8.785206686E1,2.178224921E-2,5.014181137E-2,-2.292919159E-2,5.928250547E-2
8.785706686E1,1.269081235E-2,5.170333385E-2,-2.555084229E-2,5.905198550E-2
8.786206686E1,2.677139640E-2,5.873346329E-2,-2.912807465E-2,7.081505566E-2
8.786706686E1,2.820026875E-2,4.049861431E-2,-2.048397064E-2,5.343206876E-2
8.787206686E1,2.396768332E-2,5.213618279E-2,-2.751731873E-2,6.363830787E-2
8.787706686E1,1.648855209E-2,4.716432095E-2,-3.779315948E-2,6.264717411E-2
8.788206686E1,2.476185560E-2,4.744124413E-2,-3.055095673E-2,6.162127955E-2
8.788706686E1,1.704120636E-2,5.259132385E-2,-3.716373444E-2,6.661376146E-2
8.789206686E1,1.737371087E-2,4.587781429E-2,-2.373027802E-2,5.449537383E-2
8.789706686E1,1.548177004E-2,4.401481152E-2,-3.149604797E-2,5.629378184E-2
8.790206686E1,1.967868209E-2,4.287207127E-2,-1.276969910E-2,4.887054571E-2
8.790706686E1,2.306759357E-3,3.192353249E-2,-9.282112122E-3,3.332552581E-2
8.791206686E1,1.188120246E-2,2.247440815E-2,1.177692413E-2,2.801710077E-2
8.791706686E1,-1.019203663E-2,2.937602997E-2,-8.524894714E-3,3.224131786E-2
8.792206686E1,-1.644581556E-3,1.422405243E-2,8.777618408E-3,1.679508562E-2
8.792706686E1,-4.188418388E-3,-4.741549492E-3,2.112770081E-2,2.205458867E-2
8.793206686E1,-6.798863411E-3,-4.713773727E-3,1.506996155E-2,1.719150801E-2
8.793706686E1,-2.943462133E-2,-2.248930931E-2,3.106403351E-2,4.834397733E-2
8.794206686E1,-2.198395133E-2,-2.192127705E-2,1.728630066E-2,3.553382465E-2
8.794706686E1,-1.841872931E-2,-2.778542042E-2,1.288414001E-2,3.573905764E-2
8.795206686E1,-2.273079753E-2,-3.829634190E-2,1.362419128E-2,4.657163887E-2
8.795706686E1,-2.996397018E-2,-3.545439243E-2,-6.997108459E-3,4.694478649E-2
8.796206686E1,-3.504347801E-2,-4.832863808E-2,-2.200222015E-2,6.362232549E-2
8.796706686E1,-3.715226054E-2,-4.429197311E-2,-4.597187042E-2,7.386123622E-2
8.797206686E1,-4.072216153E-2,-4.538071156E-2,-4.479026794E-2,7.565627220E-2
8.797706686E1,-2.826562524E-2,-4.808330536E-2,-5.796241760E-2,8.043998806E-2
8.798206686E1,-2.474772930E-2,-5.897712708E-2,-5.742263794E-2,8.595412132E-2
8.798706686E1,-1.404535770E-2,-5.020236969E-2,-7.551193237E-2,9.175838886E-2
8.799206686E1,-9.693920612E-3,-3.550267220E-2,-5.360984802E-2,6.502636108E-2
8.799706686E1,-6.919056177E-3,-3.676223755E-2,-5.092620850E-2,6.318871861E-2
8.800206686E1,4.894524813E-3,-3.587245941E-2,-3.943443298E-2,5.353376712E-2
8.800706686E1,6.764590740E-3,-2.152836323E-2,-2.202987671E-2,3.153641671E-2
8.801206686E1,6.884008646E-3,-1.296281815E-2,-7.800102234E-3,1.662124617E-2
8.801706686E1,9.614408016E-3,-1.476037502E-2,4.400253296E-3,1.815675470E-2
8.802206686E1,1.951813698E-3,-5.955815315E-3,2.682685852E-2,2.754925863E-2
8.802706686E1,-9.111613035E-3,8.668899536E-4,4.933166504E-2,5.017356043E-2
8.803206686E1,2.315580845E-3,1.337468624E-2,4.895782471E-2,5.080465281E-2
8.803706686E1,7.717251778E-3,2.124476433E-2,5.201148987E-2,5.671059041E-2
8.804206686E1,9.590625763E-3,2.858936787E-2,2.048206329E-2,3.645335340E-2
8.804706686E1,2.264267206E-2,1.405012608E-2,-4.012107849E-3,2.694798045E-2
8.805206686E1,2.865242958E-2,1.247596741E-2,-2.766323090E-2,4.173566613E-2
8.805706686E1,4.104501009E-2,1.144671440E-2,-3.690719604E-2,5.637252206E-2
8.806206686E1,4.034608603E-2,3.407597542E-3,-2.528476715E-2,4.773612708E-2
8.806706686E1,4.188328981E-2,1.604354382E-2,-1.371479034E-2,4.690096735E-2
8.807206686E1,3.065168858E-2,1.641750336E-3,-2.429008484E-3,3.079158065E-2
8.807706686E1,4.052609205E-2,1.815915108E-3,8.935928345E-4,4.057659662E-2
8.808206686E1,4.168584943E-2,-1.417815685E-2,-5.007743835E-3,4.431486966E-2
8.808706686E1,2.114990354E-2,6.672263145E-3,-1.860618591E-3,2.225532333E-2
8.809206686E1,1.725441217E-2,-1.805043221E-2,2.191066742E-2,3.322062897E-2
8.809706686E1,9.132474661E-3,-8.829593658E-3,5.005073547E-2,5.163758262E-2
8.810206686E1,-1.717031002E-3,-2.094507217E-4,6.719398499E-2,6.721624568E-2
8.810706686E1,-2.764463425E-2,7.400512695E-3,1.131286621E-1,1.166922773E-1
8.811206686E1,-5.046945810E-2,2.153730392E-2,1.103286743E-1,1.232210941E-1
8.811706686E1,-6.556418538E-2,3.832471371E-2,1.129598618E-1,1.361153057E-1
8.812206686E1,-9.158274531E-2,4.782724380E-2,1.027774811E-1,1.457328210E-1
8.812706686E1,-8.142122626E-2,5.569028854E-2,4.816341400E-2,1.097749460E-1
8.813206686E1,-8.680894971E-2,5.387568474E-2,-2.501678467E-2,1.051866088E-1
8.813706686E1,-8.129736781E-2,4.141283035E-2,-6.279563904E-2,1.107590936E-1
8.814206686E1,-5.395665765E-2,5.007183552E-2,-9.992122650E-2,1.241078608E-1
8.814706686E1,-4.600936174E-2,4.606616497E-2,-8.218193054E-2,1.048466625E-1
8.815206686E1,-2.417266369E-2,4.119479656E-2,-9.856414795E-2,1.095272578E-1
8.815706686E1,4.388988018E-4,3.992986679E-2,-9.177875519E-2,1.000895939E-1
8.816206686E1,2.100434899E-2,4.186761379E-2,-9.377670288E-2,1.048243758E-1
8.816706686E1,3.375306726E-2,5.308413506E-2,-1.127557755E-1,1.291164584E-1
8.817206686E1,4.619345069E-2,5.961108208E-2,-1.103763580E-1,1.336796784E-1
8.817706686E1,4.971307516E-2,6.151723862E-2,-1.164684296E-1,1.407858501E-1
8.818206686E1,5.002105236E-2,5.342829227E-2,-9.646511078E-2,1.210875951E-1
8.818706686E1,4.311543703E-2,5.124306679E-2,-8.668041229E-2,1.095366910E-1
8.819206686E1,3.415918350E-2,2.723932266E-2,-7.474517822E-2,8.657755012E-2
8.819706686E1,8.876919746E-4,3.418564796E-3,-4.663372040E-2,4.676727981E-2
8.820206686E1,-9.873449802E-3,-3.109157085E-2,-2.330589294E-2,4.009158808E-2
8.820706686E1,-1.510605216E-2,-5.612766743E-2,2.671241760E-3,5.818628185E-2
8.821206686E1,-2.222597599E-2,-9.093952179E-2,2.423191071E-2,9.670147945E-2
8.821706686E1,-2.419641614E-2,-9.121108055E-2,6.703472137E-2,1.157522425E-1
8.822206686E1,-1.835283637E-2,-1.286069155E-1,1.068334579E-1,1.681961743E-1
8.822706686E1,-1.649212837E-2,-1.133779287E-1,1.241035461E-1,1.689030349E-1
8.823206658E1,-1.691687107E-2,-1.254551411E-1,1.310739517E-1,1.822239111E-1
8.823706637E1,-1.454022527E-2,-1.297289133E-1,1.234807968E-1,1.796900562E-1
8.824206637E1,7.794886827E-3,-1.225868464E-1,1.012296677E-1,1.591720477E-1
8.824706637E1,-1.375615597E-3,-1.096048355E-1,8.755302429E-2,1.402877199E-1
8.825206637E1,-2.814769745E-3,-8.411312103E-2,7.821273804E-2,1.148920034E-1
8.825706637E1,-3.225386143E-3,-7.443475723E-2,4.045391083E-2,8.477885999E-2
8.826206637E1,-4.337489605E-3,-6.222903728E-2,1.196289062E-2,6.351675094E-2
8.826706637E1,8.228659630E-3,-4.080820084E-2,8.021354675E-3,4.239530900E-2
8.827206637E1,-8.291929960E-3,-3.361105919E-2,-1.848316193E-2,3.924393809E-2
8.827706637E1,-3.327012062E-3,-1.792490482E-2,-2.572727203E-2,3.153194806E-2
8.828206637E1,-3.635734320E-3,-5.787611008E-4,-1.420974731E-2,1.467891165E-2
8.828706637E1,8.992373943E-3,-1.167130470E-2,-3.321743011E-2,3.633840676E-2
8.829206637E1,1.511505246E-2,-6.566047668E-4,1.336002350E-2,2.018380957E-2
8.829706637E1,2.491301298E-2,4.777789116E-3,3.638267517E-3,2.562659703E-2
8.830206637E1,2.436241508E-2,7.297277451E-3,2.262306213E-2,3.403792689E-2
8.830706637E1,2.080851793E-2,1.923584938E-2,1.674842834E-2,3.291689797E-2
8.831206637E1,1.509320736E-2,2.195012569E-2,2.372646332E-2,3.567293075E-2
8.831706637E1,8.126527071E-3,1.223683357E-2,7.915496826E-3,1.668639051E-2
8.832206637E1,1.566329598E-2,3.242707253E-2,2.018165588E-2,4.128138936E-2
8.832706637E1,7.586866617E-3,3.853225708E-2,3.556156158E-2,5.298037413E-2
8.833206637E1,7.500231266E-3,4.193973541E-2,3.246116638E-2,5.356232070E-2
8.833706637E1,1.481723785E-2,5.690813065E-2,3.003501892E-2,6.603172141E-2
8.834206637E1,2.167215943E-2,5.713307858E-2,1.143550873E-2,6.216624504E-2
8.834706637E1,1.014268398E-2,7.549393177E-2,3.749275208E-2,8.489943599E-2
8.835206637E1,2.080100775E-2,8.019042015E-2,3.411293030E-2,8.959284246E-2
8.835706637E1,1.021948457E-2,8.807921410E-2,3.506469727E-2,9.535155382E-2
8.836206637E1,4.322588444E-3,9.277808666E-2,2.468490601E-2,9.610308382E-2
8.836706637E1,9.456157684E-3,8.789479733E-2,9.706497192E-3,8.893329187E-2
8.837206637E1,8.598089218E-3,1.084487438E-1,1.406764984E-2,1.096948310E-1
8.837706637E1,-1.171618700E-3,8.860528469E-2,1.627445221E-2,9.009509954E-2
8.838206637E1,1.548916101E-2,9.194314480E-2,7.756233215E-3,9.356075640E-2
8.838706637E1,1.337552071E-2,8.469510078E-2,-1.769828796E-2,8.755223611E-2
8.839206637E1,8.978247643E-3,6.424653530E-2,-4.303359985E-2,7.784675295E-2
8.839706637E1,3.833919764E-3,8.417022228E-2,-5.807971954E-2,1.023356198E-1
8.840206637E1,-5.379289389E-3,5.547106266E-2,-1.874923706E-2,5.880059045E-2
8.840706637E1,-3.194451332E-3,3.708839417E-2,3.975868225E-3,3.743742819E-2
8.841206637E1,2.268254757E-3,2.228331566E-2,2.221584320E-2,3.154734261E-2
8.841706637E1,7.170528173E-3,1.662218571E-2,3.044795990E-2,3.542304044E-2
8.842206637E1,-9.664893150E-4,-1.346468925E-3,3.840446472E-2,3.844021320E-2
8.842706637E1,-3.256648779E-3,-2.782940865E-3,1.235866547E-2,1.308002803E-2
8.843206637E1,-2.406844497E-2,-1.758718491E-2,-1.489543915E-2,3.332376365E-2
8.843706637E1,-4.498878121E-2,-3.245866299E-2,-3.195571899E-2,6.402127158E-2
8.844206637E1,-5.600607395E-2,-3.418755531E-2,-6.993961334E-2,9.590108848E-2
8.844706637E1,-8.344516158E-2,-4.738450050E-2,-8.518028259E-2,1.283123783E-1
8.845206637E1,-7.681220770E-2,-4.355955124E-2,-1.009302139E-1,1.341061439E-1
8.845706637E1,-7.162058353E-2,-3.558647633E-2,-9.564113617E-2,1.246720988E-1
8.846206637E1,-6.188401580E-2,-4.087734222E-2,-9.845924377E-2,1.232672349E-1
8.846706637E1,-5.043676496E-2,-2.189898491E-2,-9.055805206E-2,1.059442948E-1
8.847206637E1,-4.390147328E-2,-4.213082790E-2,-9.345626831E-2,1.115186984E-1
8.847706637E1,-5.229747295E-2,-5.493700504E-2,-7.649803162E-2,1.077267332E-1
8.848206637E1,-5.178493261E-2,-5.652809143E-2,-5.072307587E-2,9.192352687E-2
8.848706637E1,-5.122718215E-2,-5.770373344E-2,-3.290748596E-2,8.388592061E-2
8.849206637E1,-5.515649915E-2,-7.762289047E-2,-2.040863037E-3,9.524556496E-2
8.849706637E1,-4.148665071E-2,-8.851623535E-2,7.869720459E-3,9.807241512E-2
8.850206637E1,-3.930559754E-2,-8.880913258E-2,3.249549866E-2,1.024106902E-1
8.850706637E1,-2.800405025E-2,-8.987033367E-2,2.871990204E-2,9.841613932E-2
8.851206637E1,-1.633888483E-2,-8.891284466E-2,3.329563141E-2,9.633821762E-2
8.851706637E1,3.032714128E-3,-6.298553944E-2,5.111503601E-2,8.117340968E-2
8.852206637E1,1.541164517E-2,-7.495605946E-2,5.746936798E-2,9.570087728E-2
8.852706637E1,2.295014262E-2,-6.467247009E-2,7.204341888E-2,9.949618907E-2
8.853206637E1,4.663830996E-2,-4.474425316E-2,6.036281586E-2,8.843556798E-2
8.853706637E1,4.683938622E-2,-3.525614738E-2,5.683708191E-2,8.165401344E-2
8.854206637E1,6.011417508E-2,-2.082884312E-2,4.284858704E-2,7.670434253E-2
8.854706637E1,6.228527427E-2,-1.741981506E-2,3.992271423E-2,7.600479234E-2
8.855206637E1,5.635023117E-2,-1.932394505E-2,4.788684845E-2,7.643241236E-2
8.855706637E1,4.846730828E-2,-7.133245468E-3,3.594493866E-2,6.076184476E-2
8.856206637E1,5.403521657E-2,4.931926727E-3,3.000926971E-2,6.200552233E-2
8.856706637E1,6.868907809E-2,5.450606346E-3,2.587127686E-2,7.360177664E-2
8.857206637E1,4.624766111E-2,2.396500111E-2,2.838039398E-2,5.931790791E-2
8.857706637E1,5.158674717E-2,2.258813381E-2,2.133750916E-2,6.022213521E-2
8.858206637E1,4.594507813E-2,1.895463467E-2,2.891826630E-2,5.750212610E-2
8.858706637E1,3.672474623E-2,3.080928326E-2,2.556037903E-2,5.432542587E-2
8.859206637E1,4.794549942E-2,3.141832352E-2,1.303672791E-3,5.733743568E-2
8.859706637E1,4.505249858E-2,3.543615341E-2,7.836341858E-3,5.785202547E-2
8.860206637E1,2.974563837E-2,4.314959049E-2,1.276016235E-2,5.393989159E-2
8.860706637E1,2.770540118E-2,5.176103115E-2,1.081848145E-2,5.969784872E-2
8.861206637E1,1.701173186E-2,5.419778824E-2,1.301097870E-2,5.827593704E-2
8.861706637E1,1.025190949E-2,5.353558064E-2,1.690673828E-2,5.707011338E-2
8.862206637E1,2.028962970E-2,4.258763790E-2,2.575111389E-2,5.374472850E-2
8.862706637E1,-1.419574022E-3,4.739546776E-2,-1.139640808E-2,4.876703468E-2
8.863206637E1,6.907463074E-3,4.783761501E-2,-7.123947144E-4,4.833899009E-2
8.863706637E1,7.076025009E-3,5.090749264E-2,1.929759979E-2,5.490027590E-2
8.864206637E1,1.772645116E-2,4.294669628E-2,1.484584808E-2,4.877545487E-2
8.864706637E1,8.208990097E-3,4.429733753E-2,1.545524597E-2,4.762883852E-2
8.865206637E1,3.139913082E-3,3.914093971E-2,-7.605552673E-3,3.999645793E-2
8.865706637E1,7.135331631E-3,3.325688839E-2,-6.759643555E-3,3.467890373E-2
8.866206637E1,9.798526764E-3,4.216432571E-2,-8.114814758E-3,4.404193125E-2
8.866706637E1,1.202049851E-2,3.691804409E-2,-2.096176147E-2,4.412289438E-2
8.867206637E1,7.852882147E-3,2.933156490E-2,-1.424789429E-2,3.354118288E-2
8.867706637E1,6.300657988E-3,2.555215359E-2,-7.855415344E-3,2.746485744E-2
8.868206637E1,-3.492504358E-3,2.451586723E-2,-8.234977722E-3,2.609674675E-2
8.868706637E1,4.771947861E-4,1.955342293E-2,-1.317405701E-2,2.358219331E-2
8.869206637E1,7.288187742E-3,1.381731033E-2,-5.200386047E-3,1.646450001E-2
8.869706637E1,-5.618065596E-3,9.048938751E-3,-1.677513123E-2,1.987085759E-2
8.870206637E1,1.788854599E-3,4.609107971E-3,-2.189540863E-2,2.244666559E-2
8.870706637E1,-1.882612705E-4,-1.727938652E-3,-9.071350098E-3,9.236374120E-3
8.871206637E1,1.114785671E-3,-9.921193123E-3,5.556106567E-3,1.142554770E-2
8.871706637E1,-4.298806190E-3,-1.156866550E-2,-2.914428711E-3,1.268099566E-2
8.872206637E1,-1.762378216E-2,-6.564736366E-3,-4.673004150E-4,1.881254451E-2
8.872706637E1,-1.040631533E-2,-2.558314800E-2,9.136199951E-4,2.763373956E-2
8.873206637E1,-1.891812682E-2,-3.661656380E-2,9.164810181E-3,4.222158231E-2
8.873706637E1,-2.231669426E-2,-3.471434116E-2,2.832126617E-2,5.005211727E-2
8.874206637E1,-1.155462861E-2,-3.968524933E-2,1.243495941E-2,4.316314020E-2
8.874706637E1,-3.895738721E-2,-3.235960007E-2,8.101463318E-3,5.128796586E-2
8.875206637E1,-2.895379066E-2,-4.393529892E-2,6.475448608E-3,5.301475191E-2
8.875706637E1,-3.818082809E-2,-3.507661819E-2,-3.349113464E-2,6.172358445E-2
8.876206637E1,-4.093831778E-2,-4.422807693E-2,-3.322315216E-2,6.881748681E-2
8.876706637E1,-3.056889772E-2,-4.793572426E-2,-5.467224121E-2,7.887550397E-2
8.877206637E1,-2.814432979E-2,-4.020524025E-2,-7.776927948E-2,9.195991232E-2
8.877706637E1,-1.799899340E-2,-3.267431259E-2,-1.016273499E-1,1.082575296E-1
8.878206637E1,-5.536049604E-3,-3.075313568E-2,-7.252502441E-2,7.897013591E-2
8.878706637E1,1.459681988E-2,-1.990640163E-2,-5.795574188E-2,6.299365042E-2
8.879206637E1,1.240843534E-2,-1.392090321E-2,-5.031681061E-2,5.366136640E-2
8.879706637E1,2.439597249E-2,-6.513953209E-3,-1.000213623E-2,2.715948802E-2
8.880206637E1,2.205693722E-2,-7.814049721E-3,1.763343811E-2,2.930027290E-2
8.880706637E1,1.778429747E-2,1.089727879E-2,2.482414246E-2,3.242329363E-2
8.881206637E1,1.102724671E-2,4.376888275E-3,5.017948151E-2,5.156294876E-2
8.881706637E1,1.005473733E-2,8.841514587E-3,7.308387756E-2,7.430022397E-2
8.882206637E1,-1.177221537E-3,1.904892921E-2,9.456539154E-2,9.647207281E-2
8.882706637E1,7.271140814E-3,1.134288311E-2,1.046819687E-1,1.055454644E-1
8.883206637E1,4.532098770E-3,2.342367172E-2,7.902240753E-2,8.254543724E-2
8.883706637E1,1.035380363E-2,2.571392059E-2,4.037952423E-2,4.897869883E-2
8.884206637E1,1.049229503E-2,1.201105118E-2,-2.611160278E-3,1.616080949E-2
8.884706637E1,2.368432283E-2,1.270878315E-2,-3.109359741E-2,4.110075568E-2
8.885206637E1,4.044851661E-2,9.609818459E-3,-4.893302917E-2,6.420959781E-2
8.885706637E1,3.823867440E-2,6.721496582E-3,-6.387424469E-2,7.474820313E-2
8.886206637E1,3.530982137E-2,-5.918025970E-3,-6.000328064E-2,6.987274293E-2
8.886706637E1,4.066643119E-2,-7.531404495E-3,-4.245662689E-2,5.927095280E-2
8.887206637E1,3.027442098E-2,-1.413714886E-2,-1.242637634E-2,3.564848345E-2
8.887706637E1,2.718973160E-2,-1.414537430E-2,-2.363681793E-2,3.870493871E-2
