"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.538270667E2,-4.704841971E-2,-1.440763474E-2,-1.254482269E-1,1.347530756E-1
2.538320667E2,-5.127349496E-2,-1.765406132E-2,-1.170940399E-1,1.290412777E-1
2.538370667E2,-4.806017876E-2,-2.107942104E-2,-1.041975021E-1,1.166672286E-1
2.538420667E2,-4.283088446E-2,-2.213764191E-2,-1.079425812E-1,1.182208132E-1
2.538470667E2,-4.542085528E-2,-3.991246223E-2,-8.556079865E-2,1.047697905E-1
2.538520667E2,-3.988164663E-2,-5.970513821E-2,-6.321430206E-2,9.566241295E-2
2.538570667E2,-4.488781095E-2,-6.799519062E-2,-4.767227173E-2,9.439760066E-2
2.538620667E2,-4.093298316E-2,-7.239925861E-2,-3.311920166E-2,8.952118898E-2
2.538670667E2,-4.047343135E-2,-6.918084621E-2,-2.734088898E-2,8.468537263E-2
2.538720667E2,-3.724014759E-2,-9.077703953E-2,-1.769065857E-2,9.970084703E-2
2.538770667E2,-2.320575714E-2,-8.299314976E-2,1.281261444E-2,8.712366590E-2
2.538820667E2,-2.069821954E-2,-7.807338238E-2,8.713722229E-3,8.123914255E-2
2.538870667E2,-1.402774453E-2,-6.895899773E-2,2.295112610E-2,7.401942430E-2
2.538920667E2,-1.160570979E-2,-7.338285446E-2,3.216362000E-2,8.095822552E-2
2.538970667E2,3.820657730E-3,-5.334436893E-2,2.925395966E-2,6.095911153E-2
2.539020667E2,-5.387067795E-4,-5.845284462E-2,5.062675476E-2,7.733106456E-2
2.539070667E2,2.145811915E-2,-4.221796989E-2,2.259445190E-2,5.247206034E-2
2.539120667E2,1.423493028E-2,-3.630149364E-2,2.021789551E-2,4.392260215E-2
2.539170667E2,2.478352189E-2,-2.451777458E-2,1.031208038E-2,3.635496155E-2
2.539220667E2,3.485044837E-2,-1.725316048E-2,2.282047272E-2,4.508879321E-2
2.539270667E2,2.152541280E-2,-2.318537235E-2,1.685428619E-2,3.584650402E-2
2.539320667E2,3.224515915E-2,-3.435969353E-3,1.380157471E-2,3.524258274E-2
2.539370667E2,3.381556273E-2,8.224010468E-3,2.280902863E-2,4.160983559E-2
2.539420667E2,2.532768250E-2,1.257586479E-2,1.904773712E-2,3.409487007E-2
2.539470667E2,2.553659678E-2,1.253318787E-2,-4.736900330E-3,2.883811363E-2
2.539520667E2,1.734402776E-2,1.728451252E-2,-1.240730286E-3,2.451752605E-2
2.539570667E2,2.391594648E-2,2.204132080E-2,1.981735229E-3,3.258403894E-2
2.539620667E2,1.834517717E-2,3.640139103E-2,3.170013428E-3,4.088588729E-2
2.539670667E2,1.959031820E-2,4.408740997E-2,-1.863479614E-2,5.171784907E-2
2.539720667E2,2.076730132E-2,5.848622322E-2,-1.608276367E-2,6.411376138E-2
2.539770667E2,1.442670822E-2,5.099701881E-2,-9.952545166E-3,5.392475307E-2
2.539820667E2,8.261770010E-3,6.083559990E-2,-1.184368134E-2,6.252599337E-2
2.539870667E2,1.909756660E-2,6.903803349E-2,-1.734638214E-2,7.370118107E-2
2.539920667E2,1.359057426E-2,7.711684704E-2,-7.021903992E-3,7.861945651E-2
2.539970667E2,2.541077137E-2,7.434332371E-2,-2.297115326E-2,8.185542721E-2
2.540020667E2,2.338093519E-2,7.474493980E-2,-1.887321472E-2,8.055850291E-2
2.540070667E2,3.039959073E-2,7.218277454E-2,-6.055831909E-3,7.855673846E-2
2.540120667E2,2.416771650E-2,5.369281769E-2,1.798725128E-2,6.156734850E-2
2.540170667E2,2.460449934E-2,4.862213135E-2,2.207279205E-2,5.879371730E-2
2.540220667E2,2.187395096E-2,4.771637917E-2,5.083084106E-4,5.249362770E-2
2.540270667E2,1.624253392E-2,5.268740654E-2,1.462078094E-2,5.703989789E-2
2.540320667E2,8.931457996E-3,5.161249638E-2,3.331375122E-2,6.207597558E-2
2.540370667E2,1.485353708E-2,4.062092304E-2,3.069019318E-2,5.303371484E-2
2.540420667E2,7.668346167E-3,3.111898899E-2,2.881526947E-2,4.309889515E-2
2.540470667E2,-1.787629724E-2,3.639614582E-2,2.122402191E-2,4.576789857E-2
2.540520667E2,-9.872913361E-3,3.113901615E-2,3.426074982E-2,4.733826912E-2
2.540570667E2,-3.556609154E-3,1.830923557E-2,2.317810059E-2,2.975066256E-2
2.540620667E2,-1.938465238E-2,1.663482189E-2,3.306388855E-3,2.575682928E-2
2.540670667E2,-1.336416602E-2,1.142108440E-2,-2.120494843E-2,2.754436313E-2
2.540720667E2,-1.654529572E-2,-1.874923706E-3,-1.212978363E-2,2.060082038E-2
2.540770667E2,-1.147809625E-2,1.288175583E-3,-6.579685211E-2,6.680293285E-2
2.540820667E2,-1.599866152E-2,-6.521940231E-4,-7.446479797E-2,7.616684754E-2
2.540870667E2,-1.240175962E-2,-9.473085403E-3,-8.393669128E-2,8.537512010E-2
2.540920667E2,-9.546875954E-4,-1.460289955E-2,-7.497024536E-2,7.638516736E-2
2.540970667E2,1.166760921E-3,-7.763981819E-3,-3.694820404E-2,3.777314557E-2
2.541020667E2,-8.229732513E-3,-1.028609276E-2,-5.773162842E-2,5.921548042E-2
2.541070667E2,-2.242764831E-2,-1.494562626E-2,-4.137897491E-2,4.938208904E-2
2.541120667E2,-2.565518022E-2,-2.822184563E-2,-3.180694580E-2,4.966228593E-2
2.541170667E2,-1.645582914E-2,-2.746474743E-2,-2.008914948E-2,3.779789135E-2
2.541220667E2,-3.431600332E-2,-1.805210114E-2,-3.047943115E-3,3.889416919E-2
2.541270667E2,-2.528542280E-2,-2.882969379E-2,3.752136230E-2,5.365031668E-2
2.541320667E2,-3.918904066E-2,-4.623126984E-2,5.142021179E-2,7.948049697E-2
2.541370667E2,-2.745220065E-2,-4.479014874E-2,6.955051422E-2,8.716108520E-2
2.541420667E2,-2.165868878E-2,-4.631721973E-2,3.730964661E-2,6.329607708E-2
2.541470667E2,-1.386049390E-2,-5.055415630E-2,1.237964630E-2,5.386178286E-2
2.541520667E2,-9.709417820E-3,-6.885600090E-2,-2.193260193E-2,7.291406368E-2
2.541570667E2,5.487233400E-3,-6.341111660E-2,-4.268741608E-2,7.663742513E-2
2.541620667E2,1.500564814E-2,-5.003046989E-2,-6.929969788E-2,8.677940723E-2
2.541670667E2,2.902606130E-2,-5.130982399E-2,-4.666709900E-2,7.518662382E-2
2.541720667E2,3.639513254E-2,-4.391777515E-2,-3.073310852E-2,6.479120779E-2
2.541770667E2,3.205308318E-2,-5.035030842E-2,-2.833366394E-3,5.975434431E-2
2.541820667E2,3.964215517E-2,-3.757095337E-2,-8.595466614E-3,5.528977347E-2
2.541870667E2,3.474116325E-2,-2.995073795E-2,-7.157325745E-3,4.642437334E-2
2.541920667E2,2.799621224E-2,-2.353572845E-2,-3.116321564E-2,4.805064435E-2
2.541970667E2,2.538678050E-2,-3.076171875E-2,5.142211914E-3,4.021460317E-2
2.542020667E2,2.024689317E-2,-7.019758224E-3,2.982044220E-2,3.672155309E-2
2.542070667E2,2.970010042E-2,-8.539319038E-3,5.893230438E-2,6.654346275E-2
2.542120667E2,5.966007710E-3,8.366942406E-3,9.808635712E-2,9.862318402E-2
2.542170667E2,-9.345561266E-3,2.417504787E-2,1.264944077E-1,1.291224520E-1
2.542220667E2,-2.875399590E-2,4.584109783E-2,1.211643219E-1,1.326988750E-1
2.542270667E2,-6.070458889E-2,7.143068314E-2,1.164484024E-1,1.494912038E-1
2.542320667E2,-6.770819426E-2,1.008583307E-1,5.396366119E-2,1.329243363E-1
2.542370667E2,-5.582964420E-2,9.395384789E-2,-1.654624939E-2,1.105353024E-1
2.542420667E2,-6.134518981E-2,9.063005447E-2,-3.671836853E-2,1.154351665E-1
2.542470667E2,-5.118343234E-2,7.952499390E-2,-3.896141052E-2,1.022837226E-1
2.542520667E2,-1.711195707E-2,7.473921776E-2,-3.690719604E-2,8.509354186E-2
2.542570667E2,-2.150118351E-3,6.664121151E-2,-6.019020081E-2,8.982502075E-2
2.542620667E2,1.492974162E-2,6.919765472E-2,-3.085041046E-2,7.722020739E-2
2.542670667E2,3.663018346E-2,5.640161037E-2,-4.039192200E-2,7.845010743E-2
2.542720667E2,4.431197047E-2,7.021510601E-2,-6.373310089E-2,1.046690976E-1
2.542770667E2,6.650909781E-2,5.876553059E-2,-8.587646484E-2,1.234974287E-1
2.542820667E2,4.509881139E-2,4.492902756E-2,-1.184082031E-1,1.344359434E-1
2.542870667E2,5.658897758E-2,5.943799019E-2,-1.118535995E-1,1.387314485E-1
2.542920667E2,4.560753703E-2,4.121971130E-2,-1.253614426E-1,1.396230759E-1
2.542970667E2,2.791649103E-2,1.979732513E-2,-1.056718826E-1,1.110757009E-1
2.543020667E2,2.575457096E-3,7.754445076E-3,-7.658290863E-2,7.701757132E-2
2.543070667E2,-2.884179354E-3,-3.672599792E-3,-6.159210205E-2,6.176887173E-2
2.543120667E2,-2.944329381E-2,-2.652680874E-2,-2.326774597E-2,4.595614360E-2
2.543170667E2,-4.268097878E-2,-4.491317272E-2,1.642799377E-2,6.409943847E-2
2.543220667E2,-5.234193802E-2,-6.380558014E-2,4.506397247E-2,9.402974076E-2
2.543270667E2,-5.197307467E-2,-9.314227104E-2,7.016754150E-2,1.276721075E-1
2.543320667E2,-3.791639209E-2,-1.050305367E-1,1.138134003E-1,1.594445248E-1
2.543370667E2,-3.524497151E-2,-1.180887222E-1,1.099042892E-1,1.651245201E-1
2.543420667E2,-2.148491144E-2,-1.202973127E-1,1.196899414E-1,1.710518253E-1
2.543470667E2,-1.767164469E-2,-1.122804880E-1,1.045207977E-1,1.544143522E-1
2.543520667E2,-1.049599051E-2,-1.088243723E-1,8.808994293E-2,1.404020935E-1
2.543570667E2,-5.076169968E-3,-1.025955677E-1,6.996536255E-2,1.242850352E-1
2.543620667E2,9.699463844E-4,-9.690237045E-2,4.776859283E-2,1.080409582E-1
2.543670667E2,-1.304376125E-2,-8.177566528E-2,3.449630737E-2,8.970727040E-2
2.543720667E2,-9.410113096E-3,-7.222902775E-2,7.384300232E-3,7.321277599E-2
2.543770667E2,-2.267193794E-2,-5.080306530E-2,-6.474494934E-3,5.600792175E-2
2.543820667E2,-1.261869073E-2,-3.799140453E-2,-3.461551666E-2,5.292269993E-2
2.543870667E2,-1.304280758E-2,-4.011356831E-2,-2.299785614E-2,4.804284108E-2
2.543920667E2,-3.488063812E-3,-3.029823303E-2,-2.751541138E-2,4.107611687E-2
2.543970667E2,3.772825003E-3,-1.534259319E-2,-4.086494446E-2,4.381293256E-2
2.544020667E2,3.378987312E-3,-3.748655319E-3,-2.718639374E-2,2.765085851E-2
2.544070667E2,1.351496577E-2,-7.035136223E-3,1.357936859E-2,2.040947557E-2
2.544120667E2,1.962488890E-2,8.594155312E-3,1.436424255E-2,2.579393793E-2
2.544170667E2,2.274554968E-2,1.278591156E-2,2.558898926E-2,3.654635325E-2
2.544220667E2,2.516239882E-2,1.031124592E-2,2.807044983E-2,3.908219876E-2
2.544270667E2,2.268436551E-2,8.846998215E-3,4.096031189E-2,4.765078138E-2
2.544320667E2,1.534071565E-2,3.289186954E-2,3.121376038E-2,4.786973444E-2
2.544370667E2,2.818569541E-2,3.803384304E-2,3.077125549E-2,5.646128591E-2
2.544420667E2,2.377003431E-2,3.825783730E-2,2.676773071E-2,5.239454221E-2
2.544470667E2,2.615967393E-2,4.682862759E-2,3.995895386E-2,6.688771857E-2
2.544520667E2,2.778542042E-2,6.415629387E-2,3.494644165E-2,7.816209705E-2
2.544570667E2,2.331230044E-2,6.285059452E-2,4.782199860E-2,8.234442381E-2
2.544620667E2,1.546761394E-2,7.098948956E-2,5.649280548E-2,9.203364482E-2
2.544670667E2,2.015691996E-2,8.357679844E-2,5.023860931E-2,9.957560206E-2
2.544720667E2,1.178321242E-2,8.601534367E-2,4.133987427E-2,9.615855992E-2
2.544770667E2,2.807104588E-2,8.922743797E-2,2.226543427E-2,9.615232117E-2
2.544820667E2,3.434410691E-2,1.023186445E-1,-7.772445679E-4,1.079315839E-1
2.544870667E2,1.114243269E-2,8.128321171E-2,-1.270103455E-2,8.302066363E-2
2.544920667E2,2.016970515E-2,8.691096306E-2,-2.909660339E-2,9.384532399E-2
2.544970667E2,2.567499876E-2,7.646667957E-2,-4.189872742E-2,9.089478536E-2
2.545020667E2,2.070489526E-2,6.611156464E-2,-1.846885681E-2,7.169749185E-2
2.545070667E2,1.364138722E-2,6.030523777E-2,2.207756042E-3,6.186827406E-2
2.545120667E2,2.720960975E-2,5.043852329E-2,3.609275818E-2,6.772809378E-2
2.545170667E2,2.658429742E-2,3.256464005E-2,3.715419769E-2,5.610361001E-2
2.545220667E2,2.821224928E-2,1.934897900E-2,3.480243683E-2,4.880085662E-2
2.545270667E2,3.440827131E-3,2.064406872E-2,2.297019958E-2,3.107486015E-2
2.545320667E2,7.098019123E-4,-2.629876137E-3,2.546310425E-3,3.728775138E-3
2.545370667E2,-1.997461915E-2,-4.773736000E-3,-2.985382080E-2,3.623568106E-2
2.545420667E2,-4.265397787E-2,-1.756465435E-2,-5.396842957E-2,7.099626962E-2
2.545470667E2,-5.775615573E-2,-2.927052975E-2,-6.996631622E-2,9.533007313E-2
2.545520667E2,-5.302140117E-2,-2.734518051E-2,-7.955837250E-2,9.944125157E-2
2.545570667E2,-6.724852324E-2,-3.899383545E-2,-9.179973602E-2,1.202916232E-1
2.545620667E2,-7.016482949E-2,-2.859199047E-2,-1.040153503E-1,1.286848799E-1
2.545670667E2,-4.948881269E-2,-1.993167400E-2,-8.190822601E-2,9.775158156E-2
2.545720667E2,-6.755116582E-2,-2.964496613E-2,-7.903766632E-2,1.081153861E-1
2.545770667E2,-6.199023128E-2,-3.212034702E-2,-6.961345673E-2,9.859279296E-2
2.545820667E2,-5.746668577E-2,-5.845153332E-2,-5.788612366E-2,1.003484182E-1
2.545870667E2,-7.822638750E-2,-6.462883949E-2,-2.800464630E-2,1.052640243E-1
2.545920667E2,-5.828407407E-2,-6.409311295E-2,-2.531528473E-2,9.025421906E-2
2.545970667E2,-6.021514535E-2,-8.146560192E-2,-9.424209595E-3,1.017414554E-1
2.546020667E2,-5.482995510E-2,-8.763337135E-2,3.685951233E-3,1.034384744E-1
2.546070667E2,-5.007487535E-2,-9.367859364E-2,3.798484802E-2,1.128096659E-1
2.546120667E2,-1.971203089E-2,-9.435915947E-2,3.318500519E-2,1.019483188E-1
2.546170667E2,-6.197333336E-3,-9.496891499E-2,3.283023834E-2,1.006743577E-1
2.546220667E2,2.837121487E-3,-8.235609531E-2,3.466892242E-2,8.940083823E-2
2.546270667E2,1.657825708E-2,-6.989586353E-2,3.384017944E-2,7.940672573E-2
2.546320667E2,2.658933401E-2,-6.161487103E-2,4.393577576E-2,8.021058163E-2
2.546370667E2,5.163049698E-2,-5.932307243E-2,2.259540558E-2,8.182595856E-2
2.546420667E2,4.357513785E-2,-4.248416424E-2,3.939628601E-2,7.249664959E-2
2.546470667E2,3.479355574E-2,-2.821564674E-2,4.569816589E-2,6.399247306E-2
2.546520667E2,3.731468320E-2,-2.843332291E-2,3.089714050E-2,5.617359455E-2
2.546570667E2,3.726723790E-2,-1.322150230E-2,4.109287262E-2,5.702875875E-2
2.546620667E2,3.244510293E-2,-1.296055317E-2,6.812095642E-3,3.559586057E-2
2.546670667E2,4.035577178E-2,-1.613616943E-3,3.906345367E-2,5.618848181E-2
2.546720667E2,3.425309062E-2,-6.205320358E-3,3.072834015E-2,4.643286666E-2
2.546770667E2,2.541422844E-2,8.481502533E-3,2.227973938E-2,3.484545421E-2
2.546820667E2,3.302055597E-2,2.033901215E-2,1.614952087E-2,4.200999353E-2
2.546870667E2,2.588063478E-2,3.196954727E-2,1.883602142E-2,4.523997030E-2
2.546920667E2,1.322329044E-2,3.503334522E-2,7.247924805E-3,3.814083247E-2
2.546970667E2,7.352262735E-3,3.339111805E-2,-4.425048828E-4,3.419383486E-2
2.547020667E2,1.313063502E-2,4.495573044E-2,1.648616791E-2,4.965103229E-2
2.547070667E2,1.515167952E-2,6.582283974E-2,1.274204254E-2,6.873557501E-2
2.547120667E2,2.546888590E-2,5.201673508E-2,3.209495544E-2,6.621548944E-2
2.547170667E2,1.423305273E-2,6.841576099E-2,1.302051544E-2,7.108326079E-2
2.547220667E2,4.856973886E-3,5.694460869E-2,1.645851135E-2,5.947403845E-2
2.547270667E2,-6.138980389E-4,4.907059669E-2,1.935005188E-2,5.275153873E-2
2.547320667E2,1.229056716E-2,5.082833767E-2,9.738922119E-3,5.319233549E-2
2.547370667E2,1.647916436E-2,6.726276875E-2,2.795219421E-3,6.930841341E-2
2.547420667E2,1.785984635E-2,4.593503475E-2,3.302574158E-3,4.939543021E-2
2.547470667E2,3.549724817E-3,5.609726906E-2,2.059936523E-4,5.620984412E-2
2.547520667E2,1.168307662E-2,5.432105064E-2,-6.696701050E-3,5.596531629E-2
2.547570667E2,8.242994547E-3,3.274917603E-2,8.160591125E-3,3.474263572E-2
2.547620667E2,5.749940872E-3,3.215277195E-2,1.143836975E-2,3.460778621E-2
2.547670667E2,2.219021320E-3,3.231060505E-2,1.384639740E-2,3.522246407E-2
2.547720667E2,9.864419699E-3,2.570056915E-2,6.390571594E-3,2.826066942E-2
2.547770667E2,1.470628381E-2,1.252245903E-2,5.242347717E-3,2.001421927E-2
2.547820667E2,1.520428061E-2,2.085030079E-2,1.388359070E-2,2.930288864E-2
2.547870667E2,-8.594423532E-3,1.327729225E-2,2.872276306E-2,3.278944530E-2
2.547920667E2,-9.870499372E-3,7.713437080E-3,1.350212097E-2,1.841822848E-2
2.547970667E2,-1.384097338E-2,7.486462593E-3,6.566047668E-3,1.705088409E-2
2.548020667E2,-2.977558970E-2,4.579424858E-3,9.610176086E-3,3.162139084E-2
2.548070667E2,-2.931615710E-2,-1.420235634E-2,-1.444530487E-2,3.563440508E-2
2.548120667E2,-2.461269498E-2,-8.786678314E-3,-2.369976044E-2,3.527986841E-2
2.548170667E2,-4.062432051E-2,-1.264560223E-2,-5.150318146E-2,6.680437390E-2
2.548220667E2,-2.301213145E-2,-1.767909527E-2,-5.131053925E-2,5.894811313E-2
2.548270667E2,-2.011421323E-2,-1.793098450E-2,-7.515811920E-2,7.984262434E-2
2.548320667E2,-4.566609859E-4,-1.172327995E-2,-9.197425842E-2,9.271951275E-2
2.548370667E2,1.125419140E-2,-5.456089973E-3,-7.136058807E-2,7.244832139E-2
2.548420667E2,2.072682977E-2,-2.415657043E-2,-7.315254211E-2,7.977741400E-2
2.548470667E2,1.364415884E-2,-3.174722195E-2,-6.297206879E-2,7.182987275E-2
2.548520667E2,5.851626396E-3,-2.833652496E-2,-2.972126007E-2,4.147955495E-2
2.548570667E2,3.657877445E-3,-3.112137318E-2,-3.919601440E-4,3.133805304E-2
2.548620667E2,3.838360310E-3,-2.856826782E-2,1.258850098E-4,2.882524559E-2
2.548670667E2,-1.304575801E-2,-1.387882233E-2,2.767276764E-2,3.359457665E-2
2.548720667E2,-2.860346437E-2,-3.037548065E-2,3.946304321E-2,5.742960716E-2
2.548770667E2,-1.362767816E-2,-2.937078476E-2,6.641578674E-2,7.388784297E-2
2.548820667E2,-2.592763305E-2,-3.167498112E-2,8.280086517E-2,9.236628096E-2
2.548870667E2,-1.408508420E-2,-4.076290131E-2,7.046890259E-2,8.261882323E-2
2.548920667E2,-6.740599871E-3,-3.185832500E-2,2.256107330E-2,3.961553467E-2
2.548970667E2,-4.533857107E-3,-3.116667271E-2,-5.363464355E-3,3.194814702E-2
2.549020667E2,6.804913282E-3,-3.054547310E-2,-2.041912079E-2,3.736674010E-2
2.549070667E2,1.809239388E-2,-2.988147736E-2,-5.772399902E-2,6.747071564E-2
2.549120667E2,3.282690048E-2,-3.298175335E-2,-4.068088531E-2,6.180886570E-2
2.549170667E2,3.448176384E-2,-3.252458572E-2,-4.584598541E-2,6.594463657E-2
2.549220667E2,3.267958760E-2,-2.684414387E-2,-2.974796295E-2,5.170594555E-2
2.549270667E2,2.186784148E-2,-2.573847771E-2,-1.199913025E-2,3.584202634E-2
2.549320667E2,9.770482779E-3,-2.473783493E-2,-3.831195831E-2,4.663934992E-2
2.549370667E2,1.887851954E-2,-2.792274952E-2,-5.825328827E-2,6.730173872E-2
2.549420667E2,1.048403978E-2,-1.870322227E-2,-6.780052185E-2,7.111003007E-2
2.549470667E2,2.829855680E-2,-1.634407043E-2,-3.330230713E-3,3.284855236E-2
2.549520667E2,2.616769075E-2,-4.928946495E-3,4.205608368E-2,4.977707030E-2
2.549570667E2,1.330366731E-2,3.443479538E-3,7.839202881E-2,7.958740664E-2
2.549620667E2,-1.448521018E-2,2.051615715E-2,8.694267273E-2,9.049730581E-2
2.549670667E2,-3.003913164E-2,5.258965492E-2,8.144855499E-2,1.014982184E-1
2.549720667E2,-4.441401362E-2,5.813646317E-2,8.923721313E-2,1.153938177E-1
2.549770667E2,-6.076490879E-2,6.931889057E-2,8.861732483E-2,1.278691245E-1
2.549820667E2,-5.935359001E-2,7.787895203E-2,6.211376190E-2,1.159573164E-1
2.549870667E2,-6.330105662E-2,6.459355354E-2,2.970027924E-2,9.519168827E-2
2.549920667E2,-4.363822937E-2,7.085657120E-2,-1.937866211E-3,8.323883751E-2
2.549970667E2,-4.993531108E-2,7.158637047E-2,2.081871033E-3,8.730680338E-2
2.550020667E2,-3.318673372E-2,7.502353191E-2,-2.118682861E-2,8.472763034E-2
2.550070667E2,-1.389789581E-2,7.442593575E-2,-4.003524780E-2,8.564573828E-2
2.550120667E2,2.344712615E-2,6.655883789E-2,-7.211112976E-2,1.008953005E-1
2.550170667E2,2.039110661E-2,6.389546394E-2,-8.154869080E-2,1.055870092E-1
2.550220667E2,4.372817278E-2,5.870413780E-2,-1.103096008E-1,1.323878277E-1
2.550270667E2,4.805979133E-2,5.324566364E-2,-1.219577789E-1,1.414869043E-1
2.550320667E2,4.412561655E-2,4.650008678E-2,-1.362123489E-1,1.505427916E-1
2.550370667E2,2.760612965E-2,4.498279095E-2,-1.173181534E-1,1.286433014E-1
2.550420667E2,2.258914709E-2,3.497254848E-2,-1.240949631E-1,1.308927369E-1
2.550470667E2,-1.852005720E-3,2.618348598E-2,-7.778549194E-2,8.209499145E-2
2.550520667E2,-3.656536341E-3,2.465343475E-2,-3.920459747E-2,4.645602831E-2
2.550570667E2,-1.391878724E-2,1.338636875E-2,5.489349365E-3,2.007636578E-2
2.550620667E2,-2.529159188E-2,4.561901093E-3,3.834819794E-2,4.616340376E-2
2.550670667E2,-2.980175614E-2,-1.932919025E-2,9.514904022E-2,1.015632912E-1
2.550720667E2,-3.477984667E-2,-4.008889198E-2,1.095733643E-1,1.217500684E-1
2.550770667E2,-3.259795904E-2,-5.886554718E-2,1.264810562E-1,1.432663155E-1
2.550820667E2,-2.141532302E-2,-7.598435879E-2,1.357765198E-1,1.570589130E-1
2.550870667E2,-1.496198773E-2,-8.634090424E-2,1.514663696E-1,1.749876394E-1
2.550920667E2,-9.539514780E-3,-1.030591726E-1,1.237573624E-1,1.613322043E-1
2.550970667E2,1.582762599E-2,-1.035169363E-1,1.276197433E-1,1.650850349E-1
2.551020667E2,2.198514342E-2,-1.121780872E-1,1.021976471E-1,1.533350216E-1
2.551070667E2,1.519489288E-2,-1.099778414E-1,7.967948914E-2,1.366558866E-1
2.551120667E2,2.833947539E-2,-1.049207449E-1,4.400253296E-2,1.172506353E-1
2.551170667E2,4.960745573E-3,-1.000347137E-1,2.642631531E-2,1.035852455E-1
2.551220667E2,6.320089102E-3,-1.059678793E-1,-6.484985352E-5,1.061562018E-1
2.551270667E2,-8.764863014E-4,-8.528041840E-2,-2.728462219E-2,8.954311028E-2
2.551320667E2,-1.358073950E-2,-7.689416409E-2,-2.352619171E-2,8.155139884E-2
2.551370667E2,3.535449505E-3,-5.788171291E-2,-1.918983459E-2,6.108225475E-2
2.551420667E2,-7.579028606E-3,-5.480432510E-2,-1.636123657E-2,5.769441729E-2
2.551470667E2,-9.931445122E-3,-4.490613937E-2,-3.322982788E-2,5.673990145E-2
2.551520667E2,3.596544266E-3,-3.670012951E-2,-1.786422729E-2,4.097517850E-2
2.551570667E2,1.042187214E-2,-1.530730724E-2,-1.580047607E-2,2.434305071E-2
2.551620667E2,8.418619633E-3,-2.779126167E-3,-8.640289307E-3,1.237947083E-2
2.551670667E2,1.124370098E-2,-1.118624210E-2,2.058982849E-3,1.599350601E-2
2.551720667E2,1.960864663E-2,2.589464188E-3,4.609107971E-3,2.030882133E-2
2.551770667E2,2.723574638E-3,2.162885666E-2,1.474952698E-2,2.632059736E-2
2.551820667E2,6.352096796E-3,2.075541019E-2,2.030849457E-2,2.972492452E-2
2.551870667E2,1.527020335E-2,3.990542889E-2,1.968479156E-2,4.704373905E-2
2.551920667E2,-3.566443920E-3,5.334949493E-2,2.178859711E-2,5.773760556E-2
2.551970667E2,1.074278355E-2,5.372810364E-2,2.690792084E-2,6.104222082E-2
2.552020667E2,6.395936012E-3,6.740987301E-2,2.537822723E-2,7.231219395E-2
2.552070667E2,1.086908579E-2,6.528973579E-2,3.402233124E-2,7.442046526E-2
2.552120667E2,1.971948147E-2,7.456147671E-2,3.393554688E-2,8.426086339E-2
2.552170667E2,1.406666636E-2,9.350705147E-2,1.197433472E-2,9.531434556E-2
2.552220667E2,2.273881435E-2,9.147000313E-2,1.638126373E-2,9.566692716E-2
2.552270667E2,2.387166023E-2,9.748041630E-2,2.139949799E-2,1.026168906E-1
2.552320667E2,2.120828629E-2,9.961831570E-2,2.295494080E-3,1.018767369E-1
2.552370667E2,2.398535609E-2,7.992649078E-2,-2.072334290E-2,8.598254577E-2
2.552420667E2,1.893055439E-2,8.072841167E-2,-2.424430847E-2,8.638998110E-2
2.552470667E2,3.003823757E-2,6.025314331E-2,2.041816711E-2,7.035366759E-2
2.552520667E2,1.983332634E-2,5.517959595E-2,1.438140869E-2,6.037361641E-2
2.552570667E2,2.628704906E-2,4.267847538E-2,3.500556946E-2,6.113796776E-2
2.552620667E2,2.329230309E-2,2.909433842E-2,4.324150085E-2,5.708624446E-2
2.552670667E2,2.780205011E-2,1.879882812E-2,3.159523010E-2,4.609347562E-2
2.552720667E2,1.283654571E-2,1.208221912E-2,-4.459381104E-3,1.818359163E-2
2.552770667E2,1.002877951E-3,-1.365303993E-3,-1.188373566E-2,1.200387406E-2
2.552820667E2,-1.379963756E-2,-1.288616657E-2,-4.309272766E-2,4.704749157E-2
2.552870667E2,-3.809094429E-2,-3.009474277E-2,-5.904960632E-2,7.644259013E-2
2.552920667E2,-5.912953615E-2,-2.714681625E-2,-6.358242035E-2,9.097239062E-2
2.552970667E2,-5.169549584E-2,-7.942199707E-3,-8.377647400E-2,9.876234314E-2
2.553020667E2,-6.560638547E-2,-1.060891151E-2,-9.673213959E-2,1.173620622E-1
2.553070667E2,-6.859114766E-2,-1.105475426E-2,-9.137344360E-2,1.147870172E-1
2.553120667E2,-7.290419936E-2,-8.921384811E-3,-8.893585205E-2,1.153438302E-1
2.553170667E2,-6.907609105E-2,-1.722359657E-2,-8.191108704E-2,1.085245816E-1
2.553220667E2,-4.791194201E-2,-1.758790016E-2,-6.339740753E-2,8.138869516E-2
2.553270667E2,-5.222663283E-2,-3.573703766E-2,-4.636383057E-2,7.844974074E-2
2.553320667E2,-5.637475848E-2,-4.318380356E-2,-2.352428436E-2,7.480873103E-2
2.553370667E2,-5.676895380E-2,-5.626344681E-2,-2.750396729E-3,7.997408483E-2
2.553420667E2,-6.284803152E-2,-5.919718742E-2,2.171611786E-2,8.902680405E-2
2.553470667E2,-6.238010526E-2,-7.100760937E-2,3.294181824E-2,1.000925647E-1
2.553520667E2,-5.040365458E-2,-7.788324356E-2,3.908634186E-2,1.006681188E-1
