"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.396218338E2,-1.292124242E-1,1.201196909E0,9.623932838E0,9.699466642E0
1.396239235E2,-1.435693651E-1,1.186840057E0,9.619147301E0,9.693152030E0
1.396260132E2,-1.435693651E-1,1.186840057E0,9.614361763E0,9.688403047E0
1.396281029E2,-1.483550072E-1,1.182054400E0,9.619147301E0,9.692639300E0
1.396301927E2,-1.435693651E-1,1.177268744E0,9.643074989E0,9.715733071E0
1.396322824E2,-1.579262912E-1,1.177268744E0,9.638289452E0,9.711206205E0
1.396343721E2,-1.531406492E-1,1.177268744E0,9.652647018E0,9.725379592E0
1.396364618E2,-1.387837082E-1,1.167697430E0,9.667003632E0,9.738261519E0
1.396385515E2,-1.339980662E-1,1.153340459E0,9.681360245E0,9.750737710E0
1.396406412E2,-1.435693651E-1,1.162911773E0,9.676574707E0,9.747259821E0
1.396427309E2,-1.339980662E-1,1.162911773E0,9.690931320E0,9.761376395E0
1.396448206E2,-1.339980662E-1,1.158126116E0,9.686145782E0,9.756056155E0
1.396469104E2,-1.339980662E-1,1.148554921E0,9.686145782E0,9.754924603E0
1.396490001E2,-1.244267747E-1,1.158126116E0,9.705288887E0,9.774935831E0
1.396510898E2,-1.052841991E-1,1.148554921E0,9.714859962E0,9.783085774E0
1.396531795E2,-1.100698411E-1,1.143769264E0,9.676574707E0,9.744558562E0
1.396552692E2,-1.052841991E-1,1.143769264E0,9.690931320E0,9.758762357E0
1.396573589E2,-1.004985496E-1,1.134197950E0,9.690931320E0,9.757594724E0
1.396594487E2,-1.100698411E-1,1.124626637E0,9.695717812E0,9.761344391E0
1.396615383E2,-1.148554832E-1,1.124626637E0,9.686145782E0,9.751891969E0
1.396636281E2,-1.196411327E-1,1.124626637E0,9.671789169E0,9.737689911E0
1.396657178E2,-1.292124242E-1,1.110269666E0,9.676574707E0,9.740918470E0
1.396678075E2,-1.387837082E-1,1.115055323E0,9.662218094E0,9.727336109E0
1.396698972E2,-1.483550072E-1,1.110269666E0,9.671789169E0,9.736437422E0
1.396719869E2,-1.627119333E-1,1.095912814E0,9.643074989E0,9.706513036E0
1.396740766E2,-1.818545163E-1,1.105484009E0,9.647860527E0,9.712691630E0
1.396761664E2,-1.914258152E-1,1.095912814E0,9.609575272E0,9.673758610E0
1.396782560E2,-2.057827413E-1,1.105484009E0,9.600004196E0,9.665636140E0
1.396803458E2,-2.105683982E-1,1.110269666E0,9.585647583E0,9.652029702E0
1.396824355E2,-2.297109663E-1,1.100698471E0,9.561718941E0,9.627604757E0
1.396845252E2,-2.105683982E-1,1.091127157E0,9.561718941E0,9.626077427E0
1.396866149E2,-2.201396823E-1,1.110269666E0,9.556933403E0,9.623727775E0
1.396887046E2,-2.297109663E-1,1.110269666E0,9.566504478E0,9.633455963E0
1.396907943E2,-2.153540403E-1,1.110269666E0,9.528220177E0,9.595105827E0
1.396928841E2,-2.297109663E-1,1.119840980E0,9.518648148E0,9.587047173E0
1.396949738E2,-2.105683982E-1,1.115055323E0,9.523433685E0,9.590801665E0
1.396970635E2,-2.249253243E-1,1.124626637E0,9.542576790E0,9.611251129E0
1.396991532E2,-2.153540403E-1,1.119840980E0,9.537791252E0,9.605721376E0
1.397012429E2,-1.914258152E-1,1.129412293E0,9.533005714E0,9.601583928E0
1.397033326E2,-2.057827413E-1,1.119840980E0,9.523433685E0,9.591255367E0
1.397054224E2,-1.866401732E-1,1.119840980E0,9.518648148E0,9.586111878E0
1.397075120E2,-1.866401732E-1,1.115055323E0,9.528220177E0,9.595059284E0
1.397096018E2,-2.009970993E-1,1.119840980E0,9.542576790E0,9.610162092E0
1.397116915E2,-1.914258152E-1,1.105484009E0,9.561718941E0,9.627315713E0
1.397137812E2,-1.770688742E-1,1.115055323E0,9.547362328E0,9.613887308E0
1.397158709E2,-1.914258152E-1,1.115055323E0,9.552147865E0,9.618914755E0
1.397179606E2,-1.914258152E-1,1.119840980E0,9.552147865E0,9.619470698E0
1.397200503E2,-1.818545163E-1,1.115055323E0,9.556933403E0,9.623481465E0
1.397221400E2,-1.674975902E-1,1.100698471E0,9.547362328E0,9.612061172E0
1.397242297E2,-1.770688742E-1,1.100698471E0,9.595218658E0,9.659767679E0
1.397263195E2,-1.866401732E-1,1.086341500E0,9.595218658E0,9.658322500E0
1.397284092E2,-1.722832322E-1,1.081555843E0,9.619147301E0,9.681293268E0
1.397304989E2,-1.818545163E-1,1.086341500E0,9.609575272E0,9.672494292E0
1.397325886E2,-1.770688742E-1,1.086341500E0,9.623932838E0,9.686669940E0
1.397346783E2,-1.770688742E-1,1.086341500E0,9.609575272E0,9.672405499E0
1.397367680E2,-1.722832322E-1,1.062413216E0,9.633503914E0,9.693441134E0
1.397388578E2,-1.722832322E-1,1.081555843E0,9.638289452E0,9.700312784E0
1.397409475E2,-1.674975902E-1,1.071984529E0,9.657432556E0,9.718189639E0
1.397430372E2,-1.627119333E-1,1.076770186E0,9.662218094E0,9.723392808E0
1.397451269E2,-1.579262912E-1,1.067198873E0,9.657432556E0,9.717502649E0
1.397472166E2,-1.483550072E-1,1.071984529E0,9.671789169E0,9.732146001E0
1.397493063E2,-1.435693651E-1,1.052842021E0,9.676574707E0,9.734741216E0
1.397513960E2,-1.483550072E-1,1.048056364E0,9.700503349E0,9.758083653E0
1.397534857E2,-1.339980662E-1,1.067198873E0,9.681360245E0,9.740924243E0
1.397555755E2,-1.387837082E-1,1.057627559E0,9.681360245E0,9.739947287E0
1.397576652E2,-1.483550072E-1,1.057627559E0,9.700503349E0,9.759116276E0
1.397597549E2,-1.244267747E-1,1.062413216E0,9.690931320E0,9.749787368E0
1.397618446E2,-1.244267747E-1,1.057627559E0,9.690931320E0,9.749267046E0
1.397639343E2,-1.196411327E-1,1.048056364E0,9.700503349E0,9.757689346E0
1.397660240E2,-1.292124242E-1,1.057627559E0,9.700503349E0,9.758844047E0
1.397681138E2,-1.387837082E-1,1.057627559E0,9.705288887E0,9.763732347E0
1.397702034E2,-1.244267747E-1,1.057627559E0,9.686145782E0,9.744510157E0
1.397722931E2,-1.100698411E-1,1.057627559E0,9.681360245E0,9.739580464E0
1.397743829E2,-1.148554832E-1,1.057627559E0,9.676574707E0,9.734878833E0
1.397764726E2,-1.339980662E-1,1.062413216E0,9.676574707E0,9.735644580E0
1.397785623E2,-1.244267747E-1,1.057627559E0,9.676574707E0,9.734996463E0
1.397806520E2,-1.292124242E-1,1.052842021E0,9.662218094E0,9.720269063E0
1.397827417E2,-1.339980662E-1,1.057627559E0,9.681360245E0,9.739880273E0
1.397848314E2,-1.387837082E-1,1.067198873E0,9.667003632E0,9.726722653E0
1.397869212E2,-1.435693651E-1,1.076770186E0,9.676574707E0,9.737358177E0
1.397890109E2,-1.387837082E-1,1.052842021E0,9.662218094E0,9.720401007E0
1.397911006E2,-1.292124242E-1,1.067198873E0,9.662218094E0,9.721834589E0
1.397931903E2,-1.483550072E-1,1.067198873E0,9.647860527E0,9.707838863E0
1.397952800E2,-1.531406492E-1,1.071984529E0,9.671789169E0,9.732220128E0
1.397973697E2,-1.435693651E-1,1.052842021E0,9.643074989E0,9.701442353E0
1.397994594E2,-1.435693651E-1,1.071984529E0,9.638289452E0,9.698782735E0
1.398015491E2,-1.435693651E-1,1.095912814E0,9.657432556E0,9.720475330E0
1.398036389E2,-1.483550072E-1,1.076770186E0,9.638289452E0,9.699384867E0
1.398057286E2,-1.483550072E-1,1.067198873E0,9.643074989E0,9.703082907E0
1.398078183E2,-1.531406492E-1,1.081555843E0,9.638289452E0,9.699991683E0
1.398099080E2,-1.531406492E-1,1.095912814E0,9.628718376E0,9.692094434E0
1.398119977E2,-1.483550072E-1,1.105484009E0,9.633503914E0,9.697860680E0
1.398140875E2,-1.435693651E-1,1.086341500E0,9.633503914E0,9.695625182E0
1.398161771E2,-1.531406492E-1,1.095912814E0,9.633503914E0,9.696848695E0
1.398182669E2,-1.531406492E-1,1.110269666E0,9.628718376E0,9.693728300E0
1.398203566E2,-1.531406492E-1,1.105484009E0,9.614361763E0,9.678920346E0
1.398224463E2,-1.531406492E-1,1.110269666E0,9.628718376E0,9.693728300E0
1.398245360E2,-1.483550072E-1,1.119840980E0,9.633503914E0,9.699507755E0
1.398266257E2,-1.483550072E-1,1.110269666E0,9.628718376E0,9.693653878E0
1.398287154E2,-1.579262912E-1,1.115055323E0,9.628718376E0,9.694354370E0
1.398308051E2,-1.387837082E-1,1.129412293E0,9.600004196E0,9.667208160E0
1.398328949E2,-1.387837082E-1,1.124626637E0,9.619147301E0,9.685661608E0
1.398349845E2,-1.292124242E-1,1.134197950E0,9.614361763E0,9.681893046E0
1.398370743E2,-1.339980662E-1,1.148554921E0,9.614361763E0,9.683650448E0
1.398391640E2,-1.531406492E-1,1.138983607E0,9.619147301E0,9.687555445E0
1.398412537E2,-1.531406492E-1,1.134197950E0,9.623932838E0,9.691745990E0
1.398433434E2,-1.387837082E-1,1.143769264E0,9.609575272E0,9.678398935E0
1.398454331E2,-1.531406492E-1,1.138983607E0,9.614361763E0,9.682803717E0
1.398475228E2,-1.435693651E-1,1.143769264E0,9.619147301E0,9.687972703E0
1.398496126E2,-1.387837082E-1,1.158126116E0,9.609575272E0,9.680106090E0
1.398517023E2,-1.531406492E-1,1.158126116E0,9.633503914E0,9.704076763E0
1.398537920E2,-1.483550072E-1,1.167697430E0,9.628718376E0,9.700399170E0
1.398558817E2,-1.579262912E-1,1.158126116E0,9.619147301E0,9.689901527E0
1.398579714E2,-1.387837082E-1,1.167697430E0,9.609575272E0,9.681255864E0
1.398600611E2,-1.387837082E-1,1.167697430E0,9.614361763E0,9.686006933E0
1.398621508E2,-1.483550072E-1,1.162911773E0,9.604789734E0,9.676071457E0
1.398642405E2,-1.483550072E-1,1.182054400E0,9.600004196E0,9.673641630E0
1.398663303E2,-1.579262912E-1,1.177268744E0,9.609575272E0,9.682708263E0
1.398684200E2,-1.579262912E-1,1.172483087E0,9.604789734E0,9.677377906E0
1.398705097E2,-1.435693651E-1,1.167697430E0,9.614361763E0,9.686076686E0
1.398725994E2,-1.531406492E-1,1.177268744E0,9.614361763E0,9.687381786E0
1.398746891E2,-1.531406492E-1,1.162911773E0,9.609575272E0,9.680896278E0
1.398767788E2,-1.483550072E-1,1.167697430E0,9.595218658E0,9.667147852E0
1.398788685E2,-1.531406492E-1,1.186840057E0,9.604789734E0,9.679050946E0
1.398809582E2,-1.627119333E-1,1.172483087E0,9.590433121E0,9.663208536E0
1.398830480E2,-1.531406492E-1,1.167697430E0,9.600004196E0,9.671972390E0
1.398851377E2,-1.531406492E-1,1.172483087E0,9.619147301E0,9.691551137E0
1.398872274E2,-1.339980662E-1,1.162911773E0,9.595218658E0,9.666361279E0
1.398893171E2,-1.483550072E-1,1.158126116E0,9.590433121E0,9.661245921E0
1.398914068E2,-1.483550072E-1,1.182054400E0,9.623932838E0,9.697388571E0
1.398934965E2,-1.435693651E-1,1.162911773E0,9.604789734E0,9.675999265E0
1.398955863E2,-1.483550072E-1,1.172483087E0,9.619147301E0,9.691476698E0
1.398976759E2,-1.531406492E-1,1.167697430E0,9.633503914E0,9.705223697E0
1.398997657E2,-1.579262912E-1,1.162911773E0,9.619147301E0,9.690474668E0
1.399018554E2,-1.531406492E-1,1.153340459E0,9.638289452E0,9.708257816E0
1.399039451E2,-1.531406492E-1,1.162911773E0,9.643074989E0,9.714150045E0
1.399060348E2,-1.627119333E-1,1.158126116E0,9.652647018E0,9.723236382E0
1.399081245E2,-1.722832322E-1,1.162911773E0,9.633503914E0,9.704970013E0
1.399102142E2,-1.674975902E-1,1.158126116E0,9.633503914E0,9.704313948E0
1.399123040E2,-1.722832322E-1,1.167697430E0,9.652647018E0,9.724545915E0
1.399143937E2,-1.579262912E-1,1.158126116E0,9.628718376E0,9.699402785E0
1.399164834E2,-1.531406492E-1,1.158126116E0,9.628718376E0,9.699326045E0
1.399185731E2,-1.770688742E-1,1.162911773E0,9.633503914E0,9.705056148E0
1.399206628E2,-1.770688742E-1,1.162911773E0,9.643074989E0,9.714556728E0
1.399227525E2,-1.722832322E-1,1.167697430E0,9.652647018E0,9.724545915E0
1.399248422E2,-1.770688742E-1,1.167697430E0,9.643074989E0,9.715130772E0
1.399269319E2,-1.722832322E-1,1.138983607E0,9.662218094E0,9.730643538E0
1.399290217E2,-1.770688742E-1,1.143769264E0,9.647860527E0,9.717035261E0
1.399311114E2,-1.818545163E-1,1.172483087E0,9.619147301E0,9.692047382E0
1.399332011E2,-1.866401732E-1,1.158126116E0,9.633503914E0,9.704663225E0
1.399352908E2,-1.722832322E-1,1.158126116E0,9.628718376E0,9.699647168E0
1.399373805E2,-1.818545163E-1,1.158126116E0,9.633503914E0,9.704572367E0
1.399394702E2,-1.770688742E-1,1.162911773E0,9.628718376E0,9.700305910E0
1.399415599E2,-1.818545163E-1,1.153340459E0,9.614361763E0,9.684999607E0
1.399436496E2,-1.818545163E-1,1.143769264E0,9.604789734E0,9.674361221E0
1.399457393E2,-1.770688742E-1,1.143769264E0,9.604789734E0,9.674272445E0
1.399478291E2,-1.627119333E-1,1.148554921E0,9.585647583E0,9.655583523E0
1.399499188E2,-1.674975902E-1,1.143769264E0,9.571290970E0,9.640844071E0
1.399520085E2,-1.722832322E-1,1.158126116E0,9.576076508E0,9.647392336E0
1.399540982E2,-1.483550072E-1,1.143769264E0,9.571290970E0,9.640530492E0
1.399561879E2,-1.435693651E-1,1.138983607E0,9.561718941E0,9.630387579E0
1.399582776E2,-1.483550072E-1,1.134197950E0,9.566504478E0,9.634646965E0
1.399603674E2,-1.339980662E-1,1.134197950E0,9.556933403E0,9.624933067E0
1.399624570E2,-1.244267747E-1,1.134197950E0,9.561718941E0,9.629556382E0
1.399645468E2,-1.244267747E-1,1.129412293E0,9.576076508E0,9.643251289E0
1.399666365E2,-1.100698411E-1,1.129412293E0,9.561718941E0,9.628819066E0
1.399687262E2,-1.196411327E-1,1.143769264E0,9.580862045E0,9.649634172E0
1.399708159E2,-9.092725813E-2,1.115055323E0,9.566504478E0,9.631698919E0
1.399729056E2,-9.571290761E-2,1.119840980E0,9.580862045E0,9.646560128E0
1.399749953E2,-9.092725813E-2,1.119840980E0,9.590433121E0,9.656019834E0
1.399770851E2,-9.092725813E-2,1.115055323E0,9.585647583E0,9.650712706E0
1.399791747E2,-1.100698411E-1,1.119840980E0,9.600004196E0,9.665724999E0
1.399812645E2,-1.148554832E-1,1.105484009E0,9.619147301E0,9.683144193E0
1.399833542E2,-1.196411327E-1,1.105484009E0,9.643074989E0,9.706971935E0
1.399854439E2,-1.100698411E-1,1.115055323E0,9.647860527E0,9.712706960E0
1.399875336E2,-1.148554832E-1,1.119840980E0,9.657432556E0,9.722820536E0
1.399896233E2,-1.244267747E-1,1.100698471E0,9.671789169E0,9.735015402E0
1.399917130E2,-1.483550072E-1,1.086341500E0,9.681360245E0,9.743248085E0
1.399938028E2,-1.483550072E-1,1.100698471E0,9.676574707E0,9.740104948E0
1.399958925E2,-1.674975902E-1,1.076770186E0,9.700503349E0,9.761519078E0
1.399979822E2,-1.674975902E-1,1.076770186E0,9.705288887E0,9.766274718E0
1.400000719E2,-1.627119333E-1,1.071984529E0,9.700503349E0,9.760911394E0
1.400021616E2,-1.722832322E-1,1.062413216E0,9.714859962E0,9.774298310E0
1.400042513E2,-1.722832322E-1,1.081555843E0,9.724431038E0,9.785908418E0
1.400063410E2,-1.674975902E-1,1.067198873E0,9.714859962E0,9.774736465E0
1.400084308E2,-1.866401732E-1,1.048056364E0,9.710074425E0,9.768254810E0
1.400105205E2,-1.866401732E-1,1.057627559E0,9.724431038E0,9.783556082E0
1.400126102E2,-1.818545163E-1,1.057627559E0,9.719645500E0,9.778709310E0
1.400146999E2,-1.914258152E-1,1.038485050E0,9.700503349E0,9.757810219E0
1.400167896E2,-1.914258152E-1,1.048056364E0,9.719645500E0,9.777861455E0
1.400188793E2,-1.914258152E-1,1.033699393E0,9.695717812E0,9.752544394E0
1.400209690E2,-1.818545163E-1,1.038485050E0,9.681360245E0,9.738596329E0
1.400230588E2,-1.770688742E-1,1.033699393E0,9.676574707E0,9.733241283E0
1.400251484E2,-1.962114573E-1,1.024128079E0,9.671789169E0,9.727838557E0
1.400272382E2,-1.770688742E-1,1.028913736E0,9.652647018E0,9.708944913E0
1.400293279E2,-1.627119333E-1,1.033699393E0,9.633503914E0,9.690170652E0
1.400314176E2,-1.627119333E-1,1.024128079E0,9.623932838E0,9.679638256E0
1.400335073E2,-1.674975902E-1,1.009771109E0,9.623932838E0,9.678211426E0
1.400355970E2,-1.674975902E-1,1.024128079E0,9.595218658E0,9.651171684E0
1.400376867E2,-1.674975902E-1,1.033699393E0,9.590433121E0,9.647434753E0
1.400397765E2,-1.579262912E-1,1.028913736E0,9.576076508E0,9.632489059E0
1.400418662E2,-1.483550072E-1,1.028913736E0,9.576076508E0,9.632336890E0
1.400439559E2,-1.435693651E-1,1.014556766E0,9.566504478E0,9.621223702E0
1.400460456E2,-1.244267747E-1,1.014556766E0,9.571290970E0,9.625716507E0
1.400481353E2,-1.483550072E-1,1.028913736E0,9.566504478E0,9.622820825E0
1.400502250E2,-1.339980662E-1,1.019342422E0,9.580862045E0,9.635866956E0
1.400523147E2,-1.483550072E-1,1.038485050E0,9.590433121E0,9.647635350E0
1.400544044E2,-1.579262912E-1,1.033699393E0,9.566504478E0,9.623486015E0
1.400564942E2,-1.435693651E-1,1.048056364E0,9.576076508E0,9.634327978E0
1.400585839E2,-1.435693651E-1,1.052842021E0,9.580862045E0,9.639606113E0
1.400606736E2,-1.244267747E-1,1.043270707E0,9.561718941E0,9.619270497E0
1.400627633E2,-1.292124242E-1,1.052842021E0,9.571290970E0,9.629890083E0
1.400648530E2,-1.435693651E-1,1.043270707E0,9.561718941E0,9.619537153E0
1.400669427E2,-1.483550072E-1,1.048056364E0,9.552147865E0,9.610617056E0
1.400690325E2,-1.435693651E-1,1.052842021E0,9.537791252E0,9.596798969E0
1.400711221E2,-1.483550072E-1,1.057627559E0,9.571290970E0,9.630690323E0
1.400732119E2,-1.483550072E-1,1.067198873E0,9.609575272E0,9.669791081E0
1.400753016E2,-1.387837082E-1,1.071984529E0,9.604789734E0,9.665422783E0
1.400773913E2,-1.435693651E-1,1.057627559E0,9.633503914E0,9.692449942E0
1.400794810E2,-1.435693651E-1,1.076770186E0,9.633503914E0,9.694557435E0
1.400815707E2,-1.387837082E-1,1.086341500E0,9.657432556E0,9.719331374E0
1.400836604E2,-1.387837082E-1,1.081555843E0,9.671789169E0,9.733063736E0
1.400857502E2,-1.387837082E-1,1.086341500E0,9.671789169E0,9.733596689E0
1.400878399E2,-1.531406492E-1,1.086341500E0,9.681360245E0,9.743322129E0
1.400899296E2,-1.483550072E-1,1.110269666E0,9.671789169E0,9.736437422E0
1.400920193E2,-1.483550072E-1,1.134197950E0,9.681360245E0,9.748699933E0
1.400941090E2,-1.579262912E-1,1.148554921E0,9.671789169E0,9.741027916E0
1.400961987E2,-1.435693651E-1,1.158126116E0,9.695717812E0,9.765695682E0
1.400982884E2,-1.435693651E-1,1.172483087E0,9.676574707E0,9.748406373E0
1.401003781E2,-1.483550072E-1,1.182054400E0,9.662218094E0,9.735384959E0
1.401024679E2,-1.674975902E-1,1.196411371E0,9.647860527E0,9.723202577E0
1.401045576E2,-1.722832322E-1,1.210768223E0,9.623932838E0,9.701325914E0
1.401066472E2,-1.722832322E-1,1.210768223E0,9.609575272E0,9.687083054E0
1.401087370E2,-1.962114573E-1,1.215553880E0,9.604789734E0,9.683390729E0
1.401108267E2,-2.009970993E-1,1.205982566E0,9.590433121E0,9.668050539E0
1.401129164E2,-2.057827413E-1,1.220339537E0,9.590433121E0,9.669952563E0
1.401150062E2,-2.057827413E-1,1.215553880E0,9.566504478E0,9.645616917E0
1.401170958E2,-2.009970993E-1,1.244267821E0,9.580862045E0,9.663411394E0
1.401191855E2,-2.297109663E-1,1.225125194E0,9.609575272E0,9.690079245E0
1.401212753E2,-2.105683982E-1,1.210768223E0,9.595218658E0,9.673599115E0
1.401233650E2,-2.153540403E-1,1.225125194E0,9.585647583E0,9.666020313E0
1.401254547E2,-2.153540403E-1,1.229910851E0,9.590433121E0,9.671373507E0
1.401275444E2,-1.770688742E-1,1.225125194E0,9.576076508E0,9.655750950E0
1.401296341E2,-1.770688742E-1,1.210768223E0,9.590433121E0,9.668180828E0
1.401317239E2,-1.866401732E-1,1.229910851E0,9.580862045E0,9.661285255E0
1.401338135E2,-1.627119333E-1,1.244267821E0,9.600004196E0,9.681671248E0
1.401359033E2,-1.483550072E-1,1.234696507E0,9.604789734E0,9.684961048E0
1.401379930E2,-1.483550072E-1,1.244267821E0,9.614361763E0,9.695677580E0
1.401400827E2,-1.148554832E-1,1.253839016E0,9.628718376E0,9.710691099E0
1.401421724E2,-1.244267747E-1,1.239482164E0,9.657432556E0,9.737443280E0
1.401442621E2,-1.196411327E-1,1.229910851E0,9.643074989E0,9.721928304E0
1.401463518E2,-1.244267747E-1,1.234696507E0,9.662218094E0,9.741581801E0
1.401484416E2,-1.052841991E-1,1.229910851E0,9.671789169E0,9.750244674E0
1.401505313E2,-1.100698411E-1,1.215553880E0,9.652647018E0,9.729505695E0
1.401526210E2,-1.196411327E-1,1.205982566E0,9.657432556E0,9.733175819E0
1.401547107E2,-1.339980662E-1,1.186840057E0,9.628718376E0,9.702513199E0
1.401568004E2,-1.244267747E-1,1.196411371E0,9.643074989E0,9.717807234E0
1.401588901E2,-1.435693651E-1,1.182054400E0,9.619147301E0,9.692567233E0
1.401609798E2,-1.674975902E-1,1.182054400E0,9.638289452E0,9.711947879E0
1.401630695E2,-1.531406492E-1,1.153340459E0,9.604789734E0,9.675000367E0
1.401651593E2,-1.531406492E-1,1.148554921E0,9.580862045E0,9.650676038E0
1.401672490E2,-1.770688742E-1,1.158126116E0,9.571290970E0,9.642728883E0
1.401693387E2,-1.674975902E-1,1.162911773E0,9.547362328E0,9.619383902E0
1.401714284E2,-1.818545163E-1,1.143769264E0,9.571290970E0,9.641104191E0
1.401735181E2,-1.866401732E-1,1.153340459E0,9.542576790E0,9.613833812E0
1.401756078E2,-1.770688742E-1,1.138983607E0,9.556933403E0,9.626194114E0
1.401776976E2,-2.009970993E-1,1.129412293E0,9.552147865E0,9.620784833E0
1.401797872E2,-1.914258152E-1,1.124626637E0,9.571290970E0,9.639037283E0
1.401818770E2,-2.105683982E-1,1.119840980E0,9.566504478E0,9.634126364E0
1.401839667E2,-2.057827413E-1,1.134197950E0,9.561718941E0,9.630951180E0
1.401860564E2,-1.770688742E-1,1.115055323E0,9.566504478E0,9.632897264E0
1.401881461E2,-1.866401732E-1,1.105484009E0,9.590433121E0,9.655741136E0
1.401902358E2,-1.818545163E-1,1.105484009E0,9.609575272E0,9.674662933E0
1.401923255E2,-1.866401732E-1,1.091127157E0,9.628718376E0,9.692141693E0
1.401944152E2,-1.866401732E-1,1.076770186E0,9.623932838E0,9.685780912E0
1.401965050E2,-1.722832322E-1,1.081555843E0,9.628718376E0,9.690802966E0
1.401985946E2,-1.674975902E-1,1.081555843E0,9.647860527E0,9.709738989E0
1.402006844E2,-1.579262912E-1,1.062413216E0,9.657432556E0,9.716978241E0
1.402027741E2,-1.674975902E-1,1.048056364E0,9.671789169E0,9.729850118E0
1.402048638E2,-1.627119333E-1,1.057627559E0,9.690931320E0,9.749830823E0
1.402069535E2,-1.435693651E-1,1.048056364E0,9.695717812E0,9.753254748E0
1.402090432E2,-1.339980662E-1,1.043270707E0,9.724431038E0,9.781151684E0
1.402111329E2,-1.292124242E-1,1.028913736E0,9.724431038E0,9.779566368E0
1.402132227E2,-1.339980662E-1,1.033699393E0,9.700503349E0,9.756344354E0
1.402153124E2,-1.196411327E-1,1.038485050E0,9.724431038E0,9.780456237E0
1.402174021E2,-1.100698411E-1,1.009771109E0,9.748359680E0,9.801136134E0
1.402194918E2,-1.244267747E-1,1.028913736E0,9.734002113E0,9.789021536E0
1.402215815E2,-1.100698411E-1,1.009771109E0,9.714859962E0,9.767817420E0
1.402236712E2,-1.052841991E-1,1.004985452E0,9.748359680E0,9.800591665E0
1.402257609E2,-9.092725813E-2,9.954141974E-1,9.748359680E0,9.799471090E0
1.402278506E2,-1.004985496E-1,1.004985452E0,9.738788605E0,9.791021357E0
1.402299404E2,-9.571290761E-2,1.009771109E0,9.729216576E0,9.781945299E0
1.402320301E2,-1.100698411E-1,9.954141974E-1,9.738788605E0,9.790146489E0
1.402341198E2,-1.148554832E-1,9.954141974E-1,9.738788605E0,9.790201463E0
1.402362095E2,-1.100698411E-1,9.954141974E-1,9.719645500E0,9.771104003E0
1.402382992E2,-1.100698411E-1,1.004985452E0,9.700503349E0,9.753044466E0
1.402403890E2,-1.148554832E-1,1.000199914E0,9.700503349E0,9.752607696E0
1.402424787E2,-1.148554832E-1,9.858429432E-1,9.690931320E0,9.741623476E0
1.402445684E2,-1.244267747E-1,1.014556766E0,9.705288887E0,9.758967150E0
1.402466581E2,-1.292124242E-1,1.028913736E0,9.662218094E0,9.717706407E0
1.402487478E2,-1.339980662E-1,1.019342422E0,9.647860527E0,9.702485620E0
1.402508375E2,-1.339980662E-1,1.014556766E0,9.643074989E0,9.697225178E0
1.402529272E2,-1.196411327E-1,1.028913736E0,9.623932838E0,9.679517589E0
1.402550169E2,-1.387837082E-1,1.028913736E0,9.619147301E0,9.675015203E0
1.402571066E2,-1.387837082E-1,1.028913736E0,9.619147301E0,9.675015203E0
1.402591964E2,-1.339980662E-1,1.038485050E0,9.600004196E0,9.656939849E0
1.402612860E2,-1.579262912E-1,1.057627559E0,9.600004196E0,9.659378724E0
1.402633758E2,-1.483550072E-1,1.038485050E0,9.595218658E0,9.652392528E0
1.402654655E2,-1.339980662E-1,1.062413216E0,9.566504478E0,9.626249802E0
1.402675552E2,-1.387837082E-1,1.052842021E0,9.576076508E0,9.634779630E0
1.402696450E2,-1.435693651E-1,1.057627559E0,9.585647583E0,9.644886096E0
1.402717346E2,-1.435693651E-1,1.081555843E0,9.585647583E0,9.647539313E0
1.402738244E2,-1.579262912E-1,1.081555843E0,9.566504478E0,9.628744035E0
1.402759141E2,-1.674975902E-1,1.076770186E0,9.561718941E0,9.623614632E0
1.402780038E2,-1.674975902E-1,1.091127157E0,9.552147865E0,9.615723725E0
1.402800935E2,-1.722832322E-1,1.100698471E0,9.566504478E0,9.631159150E0
1.402821832E2,-1.531406492E-1,1.095912814E0,9.561718941E0,9.625536144E0
1.402842729E2,-1.579262912E-1,1.095912814E0,9.561718941E0,9.625613472E0
1.402863626E2,-1.627119333E-1,1.105484009E0,9.566504478E0,9.631540791E0
1.402884524E2,-1.579262912E-1,1.110269666E0,9.576076508E0,9.641518590E0
1.402905420E2,-1.722832322E-1,1.119840980E0,9.585647583E0,9.652376128E0
1.402926318E2,-1.579262912E-1,1.105484009E0,9.571290970E0,9.636215359E0
1.402947215E2,-1.531406492E-1,1.124626637E0,9.585647583E0,9.652609840E0
1.402968112E2,-1.435693651E-1,1.129412293E0,9.580862045E0,9.648269369E0
1.402989009E2,-1.627119333E-1,1.143769264E0,9.585647583E0,9.655015427E0
1.403009906E2,-1.531406492E-1,1.138983607E0,9.590433121E0,9.659044630E0
1.403030803E2,-1.531406492E-1,1.148554921E0,9.580862045E0,9.650676038E0
1.403051701E2,-1.435693651E-1,1.143769264E0,9.600004196E0,9.668965863E0
1.403072597E2,-1.531406492E-1,1.153340459E0,9.595218658E0,9.665498817E0
1.403093495E2,-1.387837082E-1,1.148554921E0,9.614361763E0,9.683717852E0
1.403114392E2,-1.531406492E-1,1.138983607E0,9.614361763E0,9.682803717E0
