"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.832120647E2,-9.571290761E-2,1.158126116E0,9.633503914E0,9.703340390E0
3.832141544E2,-9.092725813E-2,1.148554921E0,9.662218094E0,9.730668254E0
3.832162442E2,-7.657032460E-2,1.148554921E0,9.657432556E0,9.725792770E0
3.832183339E2,-7.657032460E-2,1.153340459E0,9.671789169E0,9.740614096E0
3.832204237E2,-6.699903309E-2,1.143769264E0,9.662218094E0,9.729910354E0
3.832225134E2,-7.657032460E-2,1.134197950E0,9.700503349E0,9.766884520E0
3.832246032E2,-7.178468257E-2,1.153340459E0,9.676574707E0,9.745329410E0
3.832266929E2,-7.178468257E-2,1.148554921E0,9.676574707E0,9.744764210E0
3.832287827E2,-7.657032460E-2,1.153340459E0,9.676574707E0,9.745365837E0
3.832308724E2,-8.135596663E-2,1.148554921E0,9.710074425E0,9.778105263E0
3.832329622E2,-6.221338734E-2,1.153340459E0,9.695717812E0,9.764272047E0
3.832350519E2,-7.178468257E-2,1.138983607E0,9.724431038E0,9.791169272E0
3.832371417E2,-7.178468257E-2,1.143769264E0,9.719645500E0,9.786974498E0
3.832392314E2,-7.178468257E-2,1.162911773E0,9.710074425E0,9.779727101E0
3.832413212E2,-7.657032460E-2,1.148554921E0,9.695717812E0,9.763809979E0
3.832434109E2,-7.178468257E-2,1.148554921E0,9.686145782E0,9.754268377E0
3.832455006E2,-9.571290761E-2,1.158126116E0,9.681360245E0,9.750853975E0
3.832475904E2,-8.135596663E-2,1.158126116E0,9.695717812E0,9.764979200E0
3.832496801E2,-9.571290761E-2,1.167697430E0,9.690931320E0,9.761497226E0
3.832517699E2,-9.092725813E-2,1.162911773E0,9.676574707E0,9.746626576E0
3.832538597E2,-8.135596663E-2,1.172483087E0,9.676574707E0,9.747688621E0
3.832559494E2,-7.657032460E-2,1.177268744E0,9.667003632E0,9.738725991E0
3.832580391E2,-8.614161611E-2,1.186840057E0,9.662218094E0,9.735217933E0
3.832601289E2,-6.699903309E-2,1.196411371E0,9.633503914E0,9.707743646E0
3.832622186E2,-7.178468257E-2,1.186840057E0,9.623932838E0,9.697103982E0
3.832643084E2,-6.699903309E-2,1.196411371E0,9.590433121E0,9.665003698E0
3.832663981E2,-7.178468257E-2,1.201196909E0,9.600004196E0,9.675128300E0
3.832684878E2,-8.135596663E-2,1.210768223E0,9.609575272E0,9.685892596E0
3.832705776E2,-7.657032460E-2,1.220339537E0,9.595218658E0,9.672813071E0
3.832726674E2,-7.178468257E-2,1.210768223E0,9.595218658E0,9.671573493E0
3.832747571E2,-7.178468257E-2,1.225125194E0,9.643074989E0,9.720852845E0
3.832768468E2,-7.657032460E-2,1.220339537E0,9.638289452E0,9.715539880E0
3.832789366E2,-7.178468257E-2,1.220339537E0,9.623932838E0,9.701260996E0
3.832810264E2,-6.221338734E-2,1.244267821E0,9.595218658E0,9.675758059E0
3.832831161E2,-6.221338734E-2,1.225125194E0,9.585647583E0,9.663821285E0
3.832852059E2,-8.135596663E-2,1.263410330E0,9.585647583E0,9.668891562E0
3.832872956E2,-1.004985496E-1,1.239482164E0,9.576076508E0,9.656482655E0
3.832893853E2,-8.614161611E-2,1.239482164E0,9.576076508E0,9.656343909E0
3.832914751E2,-9.092725813E-2,1.239482164E0,9.580862045E0,9.661133543E0
3.832935648E2,-8.614161611E-2,1.263410330E0,9.561718941E0,9.645210995E0
3.832956546E2,-8.614161611E-2,1.253839016E0,9.585647583E0,9.667687016E0
3.832977443E2,-1.004985496E-1,1.253839016E0,9.585647583E0,9.667825599E0
3.832998340E2,-8.614161611E-2,1.277767301E0,9.595218658E0,9.680306336E0
3.833019238E2,-8.135596663E-2,1.277767301E0,9.585647583E0,9.670778027E0
3.833040136E2,-8.614161611E-2,1.287338614E0,9.580862045E0,9.667345997E0
3.833061032E2,-8.135596663E-2,1.292124271E0,9.609575272E0,9.696398343E0
3.833081930E2,-8.614161611E-2,1.277767301E0,9.580862045E0,9.666076101E0
3.833102828E2,-8.135596663E-2,1.296909928E0,9.585647583E0,9.673325888E0
3.833123725E2,-9.092725813E-2,1.311266780E0,9.609575272E0,9.699052801E0
3.833144623E2,-9.571290761E-2,1.306481123E0,9.609575272E0,9.698453010E0
3.833165520E2,-9.092725813E-2,1.311266780E0,9.619147301E0,9.708536611E0
3.833186418E2,-9.092725813E-2,1.316052437E0,9.614361763E0,9.704442998E0
3.833207315E2,-8.135596663E-2,1.325623751E0,9.633503914E0,9.724623118E0
3.833228213E2,-6.699903309E-2,1.325623751E0,9.614361763E0,9.705550953E0
3.833249110E2,-6.699903309E-2,1.339980721E0,9.614361763E0,9.707522306E0
3.833270007E2,-8.135596663E-2,1.325623751E0,9.600004196E0,9.691438370E0
3.833290905E2,-7.657032460E-2,1.325623751E0,9.614361763E0,9.705621745E0
3.833311802E2,-6.699903309E-2,1.339980721E0,9.623932838E0,9.717001620E0
3.833332700E2,-7.657032460E-2,1.325623751E0,9.604789734E0,9.696139808E0
3.833353597E2,-7.178468257E-2,1.330409408E0,9.604789734E0,9.696758637E0
3.833374495E2,-6.221338734E-2,1.335195065E0,9.614361763E0,9.706831021E0
3.833395392E2,-7.657032460E-2,1.335195065E0,9.609575272E0,9.702192833E0
3.833416290E2,-7.178468257E-2,1.344766378E0,9.614361763E0,9.708218259E0
3.833437187E2,-6.699903309E-2,1.344766378E0,9.609575272E0,9.703443841E0
3.833458085E2,-6.699903309E-2,1.325623751E0,9.609575272E0,9.700809456E0
3.833478982E2,-5.742774159E-2,1.335195065E0,9.638289452E0,9.730501907E0
3.833499880E2,-5.742774159E-2,1.349551916E0,9.619147301E0,9.713525782E0
3.833520777E2,-6.221338734E-2,1.354337573E0,9.619147301E0,9.714221305E0
3.833541675E2,-7.178468257E-2,1.344766378E0,9.600004196E0,9.693999702E0
3.833562572E2,-8.135596663E-2,1.344766378E0,9.623932838E0,9.717772311E0
3.833583469E2,-8.135596663E-2,1.339980721E0,9.619147301E0,9.712371591E0
3.833604367E2,-8.614161611E-2,1.349551916E0,9.623932838E0,9.718476940E0
3.833625264E2,-6.699903309E-2,1.349551916E0,9.623932838E0,9.718326117E0
3.833646162E2,-7.178468257E-2,1.339980721E0,9.652647018E0,9.745475660E0
3.833667059E2,-9.092725813E-2,1.339980721E0,9.619147301E0,9.712456481E0
3.833687956E2,-8.614161611E-2,1.339980721E0,9.623932838E0,9.717152463E0
3.833708854E2,-8.135596663E-2,1.335195065E0,9.623932838E0,9.716452436E0
3.833729752E2,-8.614161611E-2,1.330409408E0,9.614361763E0,9.706356767E0
3.833750649E2,-9.092725813E-2,1.306481123E0,9.614361763E0,9.703149633E0
3.833771547E2,-9.092725813E-2,1.306481123E0,9.638289452E0,9.726858909E0
3.833792444E2,-8.614161611E-2,1.296909928E0,9.647860527E0,9.735019696E0
3.833813341E2,-8.135596663E-2,1.282552958E0,9.676574707E0,9.761539783E0
3.833834239E2,-8.614161611E-2,1.292124271E0,9.671789169E0,9.758099776E0
3.833855136E2,-9.092725813E-2,1.292124271E0,9.676574707E0,9.762886405E0
3.833876034E2,-8.135596663E-2,1.296909928E0,9.681360245E0,9.768179480E0
3.833896931E2,-8.135596663E-2,1.277767301E0,9.695717812E0,9.779890181E0
3.833917828E2,-8.614161611E-2,1.282552958E0,9.676574707E0,9.761580842E0
3.833938726E2,-1.004985496E-1,1.277767301E0,9.686145782E0,9.770578762E0
3.833959624E2,-9.092725813E-2,1.258624673E0,9.686145782E0,9.767999998E0
3.833980521E2,-9.092725813E-2,1.234696507E0,9.676574707E0,9.755451875E0
3.834001418E2,-8.135596663E-2,1.253839016E0,9.667003632E0,9.748317305E0
3.834022316E2,-7.657032460E-2,1.249053478E0,9.643074989E0,9.723934022E0
3.834043214E2,-1.052841991E-1,1.244267821E0,9.662218094E0,9.742573873E0
3.834064111E2,-8.614161611E-2,1.249053478E0,9.647860527E0,9.728759824E0
3.834085009E2,-1.004985496E-1,1.249053478E0,9.638289452E0,9.719406263E0
3.834105906E2,-8.614161611E-2,1.249053478E0,9.633503914E0,9.714522769E0
3.834126803E2,-1.196411327E-1,1.225125194E0,9.609575272E0,9.688094892E0
3.834147701E2,-1.244267747E-1,1.239482164E0,9.614361763E0,9.694727957E0
3.834168598E2,-1.148554832E-1,1.229910851E0,9.600004196E0,9.679150430E0
3.834189496E2,-1.244267747E-1,1.239482164E0,9.595218658E0,9.675743856E0
3.834210393E2,-1.196411327E-1,1.239482164E0,9.566504478E0,9.647208818E0
3.834231290E2,-1.339980662E-1,1.239482164E0,9.556933403E0,9.637906805E0
3.834252188E2,-1.244267747E-1,1.249053478E0,9.571290970E0,9.653249579E0
3.834273086E2,-1.244267747E-1,1.244267821E0,9.547362328E0,9.628905018E0
3.834293983E2,-1.244267747E-1,1.258624673E0,9.547362328E0,9.630770764E0
3.834314880E2,-1.244267747E-1,1.253839016E0,9.537791252E0,9.620657788E0
3.834335778E2,-1.196411327E-1,1.268195987E0,9.533005714E0,9.617735337E0
3.834356675E2,-1.196411327E-1,1.277767301E0,9.537791252E0,9.623744866E0
3.834377573E2,-1.196411327E-1,1.282552958E0,9.547362328E0,9.633866488E0
3.834398470E2,-1.244267747E-1,1.282552958E0,9.537791252E0,9.624442118E0
3.834419368E2,-1.052841991E-1,1.277767301E0,9.547362328E0,9.633062932E0
3.834440265E2,-1.100698411E-1,1.272981644E0,9.523433685E0,9.608766143E0
3.834461163E2,-1.100698411E-1,1.268195987E0,9.509077072E0,9.593903439E0
3.834482060E2,-1.052841991E-1,1.268195987E0,9.509077072E0,9.593849727E0
3.834502957E2,-1.004985496E-1,1.268195987E0,9.528220177E0,9.612772792E0
3.834523855E2,-1.052841991E-1,1.263410330E0,9.537791252E0,9.621681370E0
3.834544752E2,-9.092725813E-2,1.253839016E0,9.556933403E0,9.639261181E0
3.834565650E2,-9.571290761E-2,1.258624673E0,9.556933403E0,9.639931177E0
3.834586548E2,-1.052841991E-1,1.234696507E0,9.533005714E0,9.613207487E0
3.834607445E2,-9.571290761E-2,1.253839016E0,9.547362328E0,9.629818308E0
3.834628342E2,-1.004985496E-1,1.249053478E0,9.556933403E0,9.638734908E0
3.834649240E2,-1.052841991E-1,1.244267821E0,9.547362328E0,9.628676679E0
3.834670137E2,-1.004985496E-1,1.234696507E0,9.552147865E0,9.632139132E0
3.834691035E2,-1.052841991E-1,1.229910851E0,9.571290970E0,9.650563522E0
3.834711932E2,-1.004985496E-1,1.249053478E0,9.580862045E0,9.662460974E0
3.834732829E2,-9.571290761E-2,1.253839016E0,9.571290970E0,9.653542566E0
3.834753727E2,-8.614161611E-2,1.234696507E0,9.595218658E0,9.674715342E0
3.834774625E2,-1.100698411E-1,1.234696507E0,9.623932838E0,9.703436201E0
3.834795522E2,-1.004985496E-1,1.244267821E0,9.604789734E0,9.685571135E0
3.834816419E2,-1.004985496E-1,1.249053478E0,9.609575272E0,9.690932435E0
3.834837317E2,-9.092725813E-2,1.253839016E0,9.628718376E0,9.710437560E0
3.834858215E2,-9.092725813E-2,1.225125194E0,9.647860527E0,9.725760240E0
3.834879112E2,-9.571290761E-2,1.215553880E0,9.643074989E0,9.719857378E0
3.834900010E2,-1.004985496E-1,1.239482164E0,9.647860527E0,9.727673347E0
3.834920907E2,-1.052841991E-1,1.249053478E0,9.643074989E0,9.724202518E0
3.834941804E2,-1.052841991E-1,1.234696507E0,9.628718376E0,9.708129469E0
3.834962702E2,-1.148554832E-1,1.229910851E0,9.662218094E0,9.740858842E0
3.834983599E2,-1.148554832E-1,1.244267821E0,9.652647018E0,9.733190055E0
3.835004497E2,-9.571290761E-2,1.244267821E0,9.628718376E0,9.709252337E0
3.835025394E2,-9.571290761E-2,1.253839016E0,9.652647018E0,9.734211201E0
3.835046291E2,-1.100698411E-1,1.253839016E0,9.662218094E0,9.743853762E0
3.835067189E2,-1.004985496E-1,1.244267821E0,9.662218094E0,9.742523331E0
3.835088086E2,-9.571290761E-2,1.239482164E0,9.667003632E0,9.746611525E0
3.835108984E2,-9.092725813E-2,1.234696507E0,9.681360245E0,9.760198739E0
3.835129881E2,-8.135596663E-2,1.249053478E0,9.657432556E0,9.738211179E0
3.835150779E2,-8.614161611E-2,1.263410330E0,9.643074989E0,9.725868665E0
3.835171676E2,-9.092725813E-2,1.258624673E0,9.657432556E0,9.739528090E0
3.835192574E2,-1.004985496E-1,1.258624673E0,9.633503914E0,9.715895928E0
3.835213471E2,-8.614161611E-2,1.253839016E0,9.676574707E0,9.757849697E0
3.835234369E2,-8.135596663E-2,1.253839016E0,9.671789169E0,9.753062945E0
3.835255266E2,-7.657032460E-2,1.253839016E0,9.657432556E0,9.738787341E0
3.835276163E2,-9.092725813E-2,1.229910851E0,9.667003632E0,9.745353133E0
3.835297061E2,-9.571290761E-2,1.253839016E0,9.657432556E0,9.738956659E0
3.835317959E2,-1.004985496E-1,1.249053478E0,9.652647018E0,9.733644179E0
3.835338856E2,-9.092725813E-2,1.244267821E0,9.647860527E0,9.728190116E0
3.835359753E2,-9.092725813E-2,1.249053478E0,9.657432556E0,9.738295843E0
3.835380651E2,-9.571290761E-2,1.258624673E0,9.657432556E0,9.739573944E0
3.835401548E2,-1.004985496E-1,1.258624673E0,9.662218094E0,9.744367323E0
3.835422446E2,-9.092725813E-2,1.249053478E0,9.657432556E0,9.738295843E0
3.835443343E2,-9.571290761E-2,1.244267821E0,9.647860527E0,9.728236023E0
3.835464241E2,-8.135596663E-2,1.249053478E0,9.628718376E0,9.709735885E0
3.835485138E2,-9.571290761E-2,1.258624673E0,9.638289452E0,9.720592604E0
3.835506036E2,-1.052841991E-1,1.258624673E0,9.647860527E0,9.730181580E0
3.835526934E2,-1.052841991E-1,1.258624673E0,9.652647018E0,9.734927596E0
3.835547831E2,-1.052841991E-1,1.263410330E0,9.652647018E0,9.735547488E0
3.835568728E2,-1.052841991E-1,1.263410330E0,9.643074989E0,9.726057047E0
3.835589626E2,-9.571290761E-2,1.263410330E0,9.623932838E0,9.706979443E0
3.835610523E2,-9.571290761E-2,1.272981644E0,9.638289452E0,9.722461971E0
3.835631420E2,-8.614161611E-2,1.272981644E0,9.647860527E0,9.731860839E0
3.835652318E2,-1.004985496E-1,1.282552958E0,9.643074989E0,9.728511566E0
3.835673215E2,-1.148554832E-1,1.282552958E0,9.638289452E0,9.723927058E0
3.835694113E2,-1.004985496E-1,1.301695466E0,9.643074989E0,9.731053709E0
3.835715010E2,-8.614161611E-2,1.287338614E0,9.638289452E0,9.724262678E0
3.835735907E2,-9.092725813E-2,1.287338614E0,9.619147301E0,9.705333754E0
3.835756805E2,-8.614161611E-2,1.306481123E0,9.633503914E0,9.722073388E0
3.835777703E2,-8.614161611E-2,1.306481123E0,9.623932838E0,9.712589592E0
3.835798600E2,-9.092725813E-2,1.306481123E0,9.614361763E0,9.703149633E0
3.835819498E2,-8.614161611E-2,1.301695466E0,9.628718376E0,9.716689201E0
3.835840395E2,-9.571290761E-2,1.311266780E0,9.619147301E0,9.708582611E0
3.835861293E2,-8.135596663E-2,1.306481123E0,9.619147301E0,9.707806473E0
3.835882190E2,-7.657032460E-2,1.301695466E0,9.609575272E0,9.697639455E0
3.835903088E2,-1.052841991E-1,1.320838094E0,9.609575272E0,9.700496633E0
3.835923985E2,-8.614161611E-2,1.330409408E0,9.614361763E0,9.706356767E0
3.835944882E2,-8.135596663E-2,1.330409408E0,9.600004196E0,9.692094126E0
3.835965780E2,-7.657032460E-2,1.311266780E0,9.609575272E0,9.698928832E0
3.835986677E2,-8.135596663E-2,1.306481123E0,9.609575272E0,9.698321949E0
3.836007575E2,-8.135596663E-2,1.335195065E0,9.595218658E0,9.688012477E0
3.836028472E2,-8.614161611E-2,1.325623751E0,9.580862045E0,9.672518609E0
3.836049370E2,-8.135596663E-2,1.339980721E0,9.614361763E0,9.707632010E0
3.836070267E2,-9.092725813E-2,1.325623751E0,9.580862045E0,9.672562413E0
3.836091165E2,-9.571290761E-2,1.344766378E0,9.576076508E0,9.670511820E0
3.836112062E2,-9.092725813E-2,1.330409408E0,9.590433121E0,9.682699231E0
3.836132960E2,-8.614161611E-2,1.330409408E0,9.590433121E0,9.682655473E0
3.836153857E2,-8.614161611E-2,1.335195065E0,9.609575272E0,9.702273091E0
3.836174754E2,-9.092725813E-2,1.335195065E0,9.580862045E0,9.673878806E0
3.836195652E2,-8.614161611E-2,1.339980721E0,9.561718941E0,9.655539230E0
3.836216549E2,-8.614161611E-2,1.349551916E0,9.580862045E0,9.675827008E0
3.836237447E2,-1.052841991E-1,1.335195065E0,9.556933403E0,9.650326766E0
3.836258344E2,-8.614161611E-2,1.349551916E0,9.571290970E0,9.666349962E0
3.836279242E2,-9.571290761E-2,1.344766378E0,9.561718941E0,9.656294666E0
3.836300139E2,-8.135596663E-2,1.349551916E0,9.561718941E0,9.656830653E0
3.836321037E2,-8.135596663E-2,1.359123230E0,9.561718941E0,9.658172904E0
3.836341934E2,-8.135596663E-2,1.339980721E0,9.580862045E0,9.674455264E0
3.836362831E2,-8.614161611E-2,1.344766378E0,9.585647583E0,9.679899616E0
3.836383729E2,-9.092725813E-2,1.349551916E0,9.585647583E0,9.680609368E0
3.836404626E2,-9.092725813E-2,1.359123230E0,9.566504478E0,9.662995998E0
3.836425524E2,-9.571290761E-2,1.363908887E0,9.571290970E0,9.668454853E0
3.836446421E2,-9.571290761E-2,1.354337573E0,9.580862045E0,9.676585594E0
3.836467319E2,-9.571290761E-2,1.354337573E0,9.566504478E0,9.662370266E0
3.836488216E2,-1.004985496E-1,1.359123230E0,9.571290970E0,9.667829474E0
3.836509114E2,-9.571290761E-2,1.349551916E0,9.576076508E0,9.671178450E0
3.836530011E2,-8.614161611E-2,1.359123230E0,9.576076508E0,9.672428734E0
3.836550909E2,-8.614161611E-2,1.349551916E0,9.585647583E0,9.680565600E0
3.836571806E2,-1.004985496E-1,1.368694544E0,9.580862045E0,9.678653948E0
3.836592704E2,-1.052841991E-1,1.349551916E0,9.590433121E0,9.685493409E0
3.836613601E2,-9.092725813E-2,1.349551916E0,9.590433121E0,9.685347985E0
3.836634499E2,-1.004985496E-1,1.335195065E0,9.590433121E0,9.683452549E0
3.836655396E2,-1.004985496E-1,1.349551916E0,9.580862045E0,9.675965474E0
3.836676293E2,-9.092725813E-2,1.349551916E0,9.580862045E0,9.675870797E0
3.836697191E2,-8.135596663E-2,1.349551916E0,9.585647583E0,9.680524198E0
3.836718088E2,-1.004985496E-1,1.349551916E0,9.600004196E0,9.694919850E0
3.836738986E2,-1.052841991E-1,1.349551916E0,9.609575272E0,9.704448054E0
3.836759883E2,-1.148554832E-1,1.330409408E0,9.590433121E0,9.682953497E0
3.836780781E2,-1.196411327E-1,1.335195065E0,9.595218658E0,9.688409620E0
3.836801678E2,-1.148554832E-1,1.311266780E0,9.595218658E0,9.685083038E0
3.836822576E2,-9.571290761E-2,1.325623751E0,9.590433121E0,9.682088965E0
3.836843473E2,-1.052841991E-1,1.316052437E0,9.595218658E0,9.685623361E0
3.836864371E2,-9.571290761E-2,1.325623751E0,9.590433121E0,9.682088965E0
3.836885268E2,-9.571290761E-2,1.311266780E0,9.595218658E0,9.684874941E0
3.836906166E2,-1.148554832E-1,1.306481123E0,9.609575272E0,9.698660815E0
3.836927063E2,-1.004985496E-1,1.306481123E0,9.580862045E0,9.670052245E0
3.836947961E2,-7.657032460E-2,1.292124271E0,9.600004196E0,9.686874042E0
3.836968858E2,-1.052841991E-1,1.306481123E0,9.595218658E0,9.684327483E0
3.836989755E2,-1.004985496E-1,1.316052437E0,9.609575272E0,9.699795404E0
3.837010653E2,-1.052841991E-1,1.311266780E0,9.604789734E0,9.694456723E0
3.837031550E2,-9.571290761E-2,1.301695466E0,9.595218658E0,9.683583694E0
3.837052448E2,-1.004985496E-1,1.301695466E0,9.604789734E0,9.693115953E0
3.837073346E2,-9.092725813E-2,1.301695466E0,9.604789734E0,9.693021442E0
3.837094243E2,-9.571290761E-2,1.316052437E0,9.585647583E0,9.676042299E0
3.837115140E2,-1.004985496E-1,1.287338614E0,9.609575272E0,9.695941294E0
3.837136038E2,-7.657032460E-2,1.301695466E0,9.585647583E0,9.673929589E0
3.837156935E2,-7.178468257E-2,1.306481123E0,9.595218658E0,9.684021224E0
3.837177832E2,-7.657032460E-2,1.301695466E0,9.595218658E0,9.683413407E0
3.837198730E2,-6.699903309E-2,1.296909928E0,9.585647583E0,9.673215795E0
3.837219627E2,-6.699903309E-2,1.306481123E0,9.619147301E0,9.707696771E0
3.837240525E2,-7.657032460E-2,1.292124271E0,9.604789734E0,9.691616686E0
3.837261423E2,-5.742774159E-2,1.292124271E0,9.595218658E0,9.681998977E0
3.837282320E2,-7.178468257E-2,1.287338614E0,9.609575272E0,9.695686188E0
3.837303217E2,-6.699903309E-2,1.292124271E0,9.585647583E0,9.672575334E0
3.837324115E2,-5.742774159E-2,1.272981644E0,9.585647583E0,9.669975170E0
3.837345012E2,-5.264209956E-2,1.287338614E0,9.595218658E0,9.681334257E0
3.837365910E2,-4.307080805E-2,1.296909928E0,9.614361763E0,9.701535062E0
3.837386807E2,-4.785645381E-2,1.268195987E0,9.600004196E0,9.683526830E0
3.837407705E2,-4.785645381E-2,1.306481123E0,9.590433121E0,9.679131707E0
3.837428602E2,-4.785645381E-2,1.287338614E0,9.609575272E0,9.695538554E0
3.837449500E2,-6.699903309E-2,1.296909928E0,9.609575272E0,9.696927407E0
3.837470397E2,-6.221338734E-2,1.287338614E0,9.600004196E0,9.686133996E0
3.837491294E2,-6.221338734E-2,1.296909928E0,9.604789734E0,9.692153099E0
3.837512192E2,-8.135596663E-2,1.311266780E0,9.600004196E0,9.689485019E0
3.837533089E2,-7.178468257E-2,1.292124271E0,9.585647583E0,9.672609666E0
3.837553987E2,-7.657032460E-2,1.292124271E0,9.590433121E0,9.677388883E0
3.837574885E2,-8.614161611E-2,1.282552958E0,9.614361763E0,9.699913122E0
3.837595782E2,-8.135596663E-2,1.292124271E0,9.595218658E0,9.682170471E0
3.837616679E2,-8.614161611E-2,1.287338614E0,9.623932838E0,9.710033180E0
3.837637577E2,-9.571290761E-2,1.311266780E0,9.609575272E0,9.699098846E0
3.837658474E2,-9.092725813E-2,1.282552958E0,9.609575272E0,9.695212569E0
3.837679372E2,-8.614161611E-2,1.306481123E0,9.604789734E0,9.693621570E0
3.837700269E2,-9.571290761E-2,1.301695466E0,9.628718376E0,9.716778767E0
3.837721167E2,-1.052841991E-1,1.296909928E0,9.609575272E0,9.697267503E0
3.837742064E2,-1.100698411E-1,1.287338614E0,9.623932838E0,9.710274937E0
3.837762961E2,-9.571290761E-2,1.301695466E0,9.604789734E0,9.693067516E0
3.837783859E2,-1.100698411E-1,1.292124271E0,9.633503914E0,9.720395988E0
3.837804756E2,-1.004985496E-1,1.287338614E0,9.638289452E0,9.724400456E0
3.837825654E2,-1.004985496E-1,1.277767301E0,9.619147301E0,9.704163232E0
3.837846551E2,-1.100698411E-1,1.287338614E0,9.623932838E0,9.710274937E0
3.837867449E2,-1.100698411E-1,1.287338614E0,9.614361763E0,9.700789050E0
3.837888346E2,-9.092725813E-2,1.296909928E0,9.647860527E0,9.735063219E0
3.837909243E2,-1.100698411E-1,1.272981644E0,9.609575272E0,9.694149500E0
3.837930141E2,-1.004985496E-1,1.292124271E0,9.614361763E0,9.701321415E0
3.837951039E2,-1.052841991E-1,1.292124271E0,9.628718376E0,9.715600211E0
3.837971936E2,-1.100698411E-1,1.292124271E0,9.628718376E0,9.715653250E0
3.837992834E2,-1.052841991E-1,1.287338614E0,9.595218658E0,9.681763609E0
3.838013731E2,-1.052841991E-1,1.277767301E0,9.619147301E0,9.704213973E0
3.838034628E2,-1.100698411E-1,1.301695466E0,9.619147301E0,9.707446691E0
3.838055526E2,-8.135596663E-2,1.287338614E0,9.623932838E0,9.709991904E0
3.838076423E2,-9.092725813E-2,1.287338614E0,9.614361763E0,9.700590734E0
3.838097321E2,-9.571290761E-2,1.292124271E0,9.623932838E0,9.710758434E0
3.838118218E2,-9.092725813E-2,1.282552958E0,9.623932838E0,9.709443503E0
3.838139116E2,-9.092725813E-2,1.287338614E0,9.623932838E0,9.710076815E0
3.838160013E2,-8.135596663E-2,1.282552958E0,9.619147301E0,9.704615174E0
3.838180911E2,-8.614161611E-2,1.296909928E0,9.619147301E0,9.706564301E0
3.838201808E2,-9.092725813E-2,1.287338614E0,9.628718376E0,9.714819918E0
3.838222705E2,-8.614161611E-2,1.296909928E0,9.619147301E0,9.706564301E0
3.838243603E2,-9.571290761E-2,1.292124271E0,9.623932838E0,9.710758434E0
3.838264501E2,-8.135596663E-2,1.292124271E0,9.623932838E0,9.710627539E0
3.838285398E2,-9.571290761E-2,1.287338614E0,9.609575272E0,9.695892871E0
3.838306296E2,-9.571290761E-2,1.272981644E0,9.590433121E0,9.675021998E0
3.838327193E2,-8.614161611E-2,1.292124271E0,9.590433121E0,9.677469347E0
3.838348090E2,-8.614161611E-2,1.306481123E0,9.580862045E0,9.669913693E0
3.838368988E2,-8.614161611E-2,1.296909928E0,9.590433121E0,9.678109484E0
3.838389885E2,-8.135596663E-2,1.306481123E0,9.600004196E0,9.688838542E0
3.838410782E2,-9.092725813E-2,1.306481123E0,9.600004196E0,9.688923638E0
3.838431680E2,-9.092725813E-2,1.282552958E0,9.614361763E0,9.699956802E0
3.838452577E2,-9.092725813E-2,1.301695466E0,9.628718376E0,9.716732806E0
3.838473475E2,-9.092725813E-2,1.301695466E0,9.623932838E0,9.711990637E0
3.838494373E2,-1.100698411E-1,1.311266780E0,9.614361763E0,9.703993407E0
3.838515270E2,-1.052841991E-1,1.311266780E0,9.604789734E0,9.694456723E0
3.838536167E2,-1.100698411E-1,1.306481123E0,9.623932838E0,9.712831285E0
3.838557065E2,-1.052841991E-1,1.320838094E0,9.619147301E0,9.709979033E0
3.838577962E2,-1.100698411E-1,1.306481123E0,9.609575272E0,9.698605322E0
3.838598860E2,-1.244267747E-1,1.335195065E0,9.619147301E0,9.712168794E0
3.838619757E2,-1.196411327E-1,1.354337573E0,9.623932838E0,9.719497289E0
3.838640655E2,-1.100698411E-1,1.359123230E0,9.652647018E0,9.748483256E0
3.838661552E2,-1.100698411E-1,1.363908887E0,9.643074989E0,9.739674434E0
3.838682450E2,-1.100698411E-1,1.387837172E0,9.657432556E0,9.757264522E0
3.838703347E2,-1.004985496E-1,1.397408366E0,9.633503914E0,9.734847085E0
3.838724244E2,-1.196411327E-1,1.406979680E0,9.619147301E0,9.722237428E0
3.838745142E2,-1.052841991E-1,1.402194023E0,9.590433121E0,9.692968600E0
3.838766039E2,-1.148554832E-1,1.411765337E0,9.585647583E0,9.689732336E0
3.838786937E2,-1.292124242E-1,1.411765337E0,9.595218658E0,9.699381337E0
3.838807835E2,-1.292124242E-1,1.411765337E0,9.561718941E0,9.666242616E0
3.838828731E2,-1.339980662E-1,1.411765337E0,9.561718941E0,9.666307772E0
3.838849629E2,-1.435693651E-1,1.416550994E0,9.566504478E0,9.671878660E0
3.838870527E2,-1.339980662E-1,1.416550994E0,9.552147865E0,9.657541149E0
3.838891424E2,-1.244267747E-1,1.402194023E0,9.528220177E0,9.631646268E0
3.838912322E2,-1.196411327E-1,1.421336651E0,9.542576790E0,9.648589724E0
3.838933219E2,-1.196411327E-1,1.406979680E0,9.547362328E0,9.651219262E0
3.838954116E2,-1.339980662E-1,1.402194023E0,9.556933403E0,9.660180103E0
3.838975014E2,-1.196411327E-1,1.411765337E0,9.561718941E0,9.666119411E0
3.838995912E2,-1.004985496E-1,1.411765337E0,9.576076508E0,9.680104473E0
3.839016809E2,-1.052841991E-1,1.416550994E0,9.566504478E0,9.671386117E0
