time_s,acc_x,acc_y,acc_z
26.09375,52.94286,-785.77143,-618.02857
26.10156,52.94286,-785.77143,-618.02857
26.10938,52.94286,-788.71429,-618.02857
26.11719,50.00000,-788.71429,-618.02857
26.12500,50.00000,-788.71429,-618.02857
26.13281,50.00000,-788.71429,-618.02857
26.14062,52.94286,-785.77143,-620.97143
26.14844,52.94286,-785.77143,-620.97143
26.15625,55.88571,-782.82857,-623.91429
26.16406,55.88571,-782.82857,-623.91429
26.17188,55.88571,-782.82857,-623.91429
26.17969,55.88571,-782.82857,-623.91429
26.18750,55.88571,-782.82857,-620.97143
26.19531,52.94286,-782.82857,-620.97143
26.20312,52.94286,-785.77143,-618.02857
26.21094,50.00000,-788.71429,-618.02857
26.21875,50.00000,-788.71429,-615.08571
26.22656,50.00000,-788.71429,-615.08571
26.23438,50.00000,-788.71429,-618.02857
26.24219,52.94286,-788.71429,-618.02857
26.25000,52.94286,-785.77143,-618.02857
26.25781,52.94286,-785.77143,-618.02857
26.26562,52.94286,-785.77143,-618.02857
26.27344,52.94286,-785.77143,-618.02857
26.28125,52.94286,-785.77143,-620.97143
26.28906,52.94286,-785.77143,-620.97143
26.29688,52.94286,-785.77143,-618.02857
26.30469,52.94286,-785.77143,-618.02857
26.31250,52.94286,-785.77143,-618.02857
26.32031,52.94286,-785.77143,-618.02857
26.32812,52.94286,-788.71429,-620.97143
26.33594,52.94286,-785.77143,-620.97143
26.34375,55.88571,-785.77143,-620.97143
26.35156,52.94286,-782.82857,-620.97143
26.35938,55.88571,-782.82857,-618.02857
26.36719,55.88571,-782.82857,-618.02857
26.37500,52.94286,-785.77143,-618.02857
26.38281,52.94286,-785.77143,-618.02857
26.39062,52.94286,-785.77143,-618.02857
26.39844,50.00000,-785.77143,-618.02857
26.40625,50.00000,-785.77143,-618.02857
26.41406,52.94286,-785.77143,-618.02857
26.42188,52.94286,-785.77143,-618.02857
26.42969,52.94286,-785.77143,-618.02857
26.43750,52.94286,-782.82857,-620.97143
26.44531,52.94286,-782.82857,-620.97143
26.45312,52.94286,-782.82857,-623.91429
26.46094,52.94286,-782.82857,-623.91429
26.46875,52.94286,-782.82857,-620.97143
26.47656,52.94286,-785.77143,-620.97143
26.48438,52.94286,-785.77143,-618.02857
26.49219,52.94286,-785.77143,-618.02857
26.50000,52.94286,-785.77143,-618.02857
26.50781,52.94286,-785.77143,-618.02857
26.51562,52.94286,-788.71429,-618.02857
26.52344,52.94286,-788.71429,-618.02857
26.53125,52.94286,-785.77143,-618.02857
26.53906,52.94286,-785.77143,-618.02857
26.54688,52.94286,-785.77143,-618.02857
26.55469,52.94286,-785.77143,-618.02857
26.56250,52.94286,-785.77143,-618.02857
26.57031,52.94286,-785.77143,-618.02857
26.57812,52.94286,-785.77143,-618.02857
26.58594,52.94286,-785.77143,-618.02857
26.59375,52.94286,-785.77143,-618.02857
26.60156,52.94286,-785.77143,-618.02857
26.60938,52.94286,-785.77143,-618.02857
26.61719,52.94286,-785.77143,-620.97143
26.62500,52.94286,-785.77143,-620.97143
26.63281,52.94286,-785.77143,-618.02857
26.64062,52.94286,-785.77143,-620.97143
26.64844,52.94286,-782.82857,-620.97143
26.65625,52.94286,-782.82857,-620.97143
26.66406,52.94286,-782.82857,-620.97143
26.67188,52.94286,-785.77143,-620.97143
26.67969,52.94286,-785.77143,-618.02857
26.68750,52.94286,-785.77143,-620.97143
26.69531,52.94286,-785.77143,-620.97143
26.70312,52.94286,-785.77143,-618.02857
26.71094,52.94286,-785.77143,-618.02857
26.71875,52.94286,-785.77143,-618.02857
26.72656,52.94286,-785.77143,-618.02857
26.73438,52.94286,-785.77143,-618.02857
26.74219,52.94286,-785.77143,-618.02857
26.75000,52.94286,-785.77143,-618.02857
26.75781,52.94286,-785.77143,-618.02857
26.76562,52.94286,-785.77143,-620.97143
26.77344,52.94286,-785.77143,-618.02857
26.78125,52.94286,-785.77143,-618.02857
26.78906,52.94286,-785.77143,-620.97143
26.79688,52.94286,-785.77143,-620.97143
26.80469,52.94286,-785.77143,-618.02857
26.81250,52.94286,-785.77143,-618.02857
26.82031,52.94286,-785.77143,-618.02857
26.82812,52.94286,-785.77143,-618.02857
26.83594,52.94286,-785.77143,-618.02857
26.84375,52.94286,-785.77143,-618.02857
26.85156,52.94286,-785.77143,-620.97143
26.85938,52.94286,-785.77143,-620.97143
26.86719,52.94286,-785.77143,-620.97143
26.87500,52.94286,-785.77143,-618.02857
26.88281,55.88571,-785.77143,-618.02857
26.89062,55.88571,-785.77143,-618.02857
26.89844,55.88571,-785.77143,-620.97143
26.90625,55.88571,-785.77143,-618.02857
26.91406,52.94286,-785.77143,-618.02857
26.92188,52.94286,-785.77143,-618.02857
26.92969,52.94286,-788.71429,-618.02857
26.93750,50.00000,-788.71429,-618.02857
26.94531,50.00000,-788.71429,-618.02857
26.95312,50.00000,-785.77143,-618.02857
26.96094,50.00000,-785.77143,-620.97143
26.96875,52.94286,-785.77143,-623.91429
26.97656,52.94286,-782.82857,-620.97143
26.98438,55.88571,-779.88571,-623.91429
26.99219,55.88571,-779.88571,-623.91429
27.00000,55.88571,-779.88571,-623.91429
27.00781,55.88571,-782.82857,-623.91429
27.01562,52.94286,-782.82857,-620.97143
27.02344,52.94286,-785.77143,-618.02857
27.03125,52.94286,-785.77143,-618.02857
27.03906,52.94286,-788.71429,-618.02857
27.04688,52.94286,-788.71429,-615.08571
27.05469,52.94286,-788.71429,-618.02857
27.06250,52.94286,-785.77143,-618.02857
27.07031,52.94286,-785.77143,-618.02857
27.07812,52.94286,-785.77143,-620.97143
27.08594,52.94286,-782.82857,-618.02857
27.09375,55.88571,-782.82857,-620.97143
27.10156,55.88571,-782.82857,-620.97143
27.10938,52.94286,-785.77143,-620.97143
27.11719,52.94286,-785.77143,-620.97143
27.12500,52.94286,-785.77143,-620.97143
27.13281,52.94286,-785.77143,-620.97143
27.14062,52.94286,-788.71429,-620.97143
27.14844,52.94286,-785.77143,-620.97143
27.15625,52.94286,-785.77143,-620.97143
27.16406,55.88571,-785.77143,-620.97143
27.17188,55.88571,-782.82857,-620.97143
27.17969,55.88571,-782.82857,-620.97143
27.18750,55.88571,-782.82857,-620.97143
27.19531,55.88571,-782.82857,-620.97143
27.20312,52.94286,-785.77143,-618.02857
27.21094,52.94286,-785.77143,-618.02857
27.21875,50.00000,-785.77143,-618.02857
27.22656,50.00000,-785.77143,-618.02857
27.23438,52.94286,-785.77143,-618.02857
27.24219,52.94286,-785.77143,-618.02857
27.25000,52.94286,-785.77143,-620.97143
27.25781,52.94286,-782.82857,-620.97143
27.26562,52.94286,-782.82857,-620.97143
27.27344,52.94286,-782.82857,-620.97143
27.28125,52.94286,-782.82857,-623.91429
27.28906,52.94286,-782.82857,-623.91429
27.29688,52.94286,-785.77143,-620.97143
27.30469,52.94286,-785.77143,-620.97143
27.31250,52.94286,-785.77143,-620.97143
27.32031,55.88571,-785.77143,-620.97143
27.32812,52.94286,-785.77143,-620.97143
27.33594,52.94286,-785.77143,-620.97143
27.34375,52.94286,-785.77143,-620.97143
27.35156,52.94286,-785.77143,-618.02857
27.35938,52.94286,-785.77143,-618.02857
27.36719,52.94286,-785.77143,-618.02857
27.37500,52.94286,-785.77143,-620.97143
27.38281,52.94286,-785.77143,-620.97143
27.39062,52.94286,-785.77143,-618.02857
27.39844,52.94286,-785.77143,-618.02857
27.40625,52.94286,-785.77143,-620.97143
27.41406,52.94286,-785.77143,-618.02857
27.42188,52.94286,-785.77143,-618.02857
27.42969,52.94286,-785.77143,-620.97143
27.43750,52.94286,-785.77143,-620.97143
27.44531,52.94286,-785.77143,-620.97143
27.45312,52.94286,-785.77143,-620.97143
27.46094,52.94286,-782.82857,-620.97143
27.46875,52.94286,-782.82857,-620.97143
27.47656,52.94286,-785.77143,-620.97143
27.48438,52.94286,-785.77143,-620.97143
27.49219,52.94286,-785.77143,-620.97143
27.50000,52.94286,-785.77143,-618.02857
27.50781,52.94286,-785.77143,-618.02857
27.51562,52.94286,-785.77143,-620.97143
27.52344,52.94286,-785.77143,-620.97143
27.53125,52.94286,-785.77143,-620.97143
27.53906,52.94286,-785.77143,-620.97143
27.54688,52.94286,-782.82857,-620.97143
27.55469,52.94286,-782.82857,-620.97143
27.56250,52.94286,-782.82857,-618.02857
27.57031,52.94286,-785.77143,-618.02857
27.57812,52.94286,-785.77143,-618.02857
27.58594,52.94286,-785.77143,-620.97143
27.59375,52.94286,-785.77143,-620.97143
27.60156,52.94286,-785.77143,-618.02857
27.60938,55.88571,-785.77143,-620.97143
27.61719,55.88571,-785.77143,-620.97143
27.62500,55.88571,-785.77143,-620.97143
27.63281,55.88571,-785.77143,-620.97143
27.64062,55.88571,-785.77143,-620.97143
27.64844,52.94286,-785.77143,-618.02857
27.65625,52.94286,-782.82857,-618.02857
27.66406,52.94286,-782.82857,-620.97143
27.67188,52.94286,-782.82857,-620.97143
27.67969,52.94286,-785.77143,-618.02857
27.68750,52.94286,-785.77143,-618.02857
27.69531,52.94286,-785.77143,-618.02857
27.70312,52.94286,-785.77143,-618.02857
27.71094,52.94286,-785.77143,-620.97143
27.71875,55.88571,-785.77143,-620.97143
27.72656,55.88571,-785.77143,-618.02857
27.73438,55.88571,-785.77143,-620.97143
27.74219,55.88571,-785.77143,-620.97143
27.75000,52.94286,-785.77143,-620.97143
27.75781,52.94286,-785.77143,-618.02857
27.76562,52.94286,-785.77143,-618.02857
27.77344,52.94286,-788.71429,-618.02857
27.78125,52.94286,-788.71429,-618.02857
27.78906,52.94286,-788.71429,-618.02857
27.79688,52.94286,-785.77143,-620.97143
27.80469,52.94286,-785.77143,-620.97143
27.81250,55.88571,-782.82857,-623.91429
27.82031,55.88571,-782.82857,-623.91429
27.82812,55.88571,-782.82857,-626.85714
27.83594,55.88571,-782.82857,-623.91429
27.84375,55.88571,-782.82857,-623.91429
27.85156,55.88571,-782.82857,-620.97143
27.85938,55.88571,-785.77143,-620.97143
27.86719,52.94286,-788.71429,-618.02857
27.87500,52.94286,-788.71429,-618.02857
27.88281,52.94286,-788.71429,-618.02857
27.89062,52.94286,-788.71429,-618.02857
27.89844,52.94286,-785.77143,-615.08571
27.90625,52.94286,-785.77143,-618.02857
27.91406,52.94286,-785.77143,-618.02857
27.92188,52.94286,-782.82857,-620.97143
27.92969,52.94286,-782.82857,-620.97143
27.93750,55.88571,-782.82857,-620.97143
27.94531,55.88571,-785.77143,-620.97143
27.95312,55.88571,-785.77143,-620.97143
27.96094,52.94286,-785.77143,-620.97143
27.96875,52.94286,-785.77143,-620.97143
27.97656,52.94286,-785.77143,-618.02857
27.98438,52.94286,-785.77143,-620.97143
27.99219,52.94286,-785.77143,-618.02857
28.00000,55.88571,-785.77143,-618.02857
28.00781,52.94286,-785.77143,-620.97143
28.01562,55.88571,-785.77143,-620.97143
28.02344,55.88571,-782.82857,-620.97143
28.03125,55.88571,-782.82857,-620.97143
28.03906,55.88571,-782.82857,-620.97143
28.04688,52.94286,-782.82857,-618.02857
28.05469,52.94286,-785.77143,-618.02857
28.06250,52.94286,-785.77143,-618.02857
28.07031,50.00000,-785.77143,-620.97143
28.07812,52.94286,-785.77143,-620.97143
28.08594,52.94286,-785.77143,-620.97143
28.09375,52.94286,-782.82857,-620.97143
28.10156,52.94286,-782.82857,-620.97143
28.10938,52.94286,-782.82857,-620.97143
28.11719,55.88571,-779.88571,-620.97143
28.12500,55.88571,-782.82857,-620.97143
28.13281,52.94286,-782.82857,-620.97143
28.14062,52.94286,-785.77143,-620.97143
28.14844,52.94286,-788.71429,-618.02857
28.15625,52.94286,-788.71429,-620.97143
28.16406,52.94286,-788.71429,-620.97143
28.17188,52.94286,-788.71429,-618.02857
28.17969,52.94286,-785.77143,-618.02857
28.18750,52.94286,-785.77143,-620.97143
28.19531,52.94286,-785.77143,-618.02857
28.20312,52.94286,-782.82857,-618.02857
28.21094,52.94286,-782.82857,-618.02857
28.21875,55.88571,-782.82857,-618.02857
28.22656,55.88571,-782.82857,-618.02857
28.23438,55.88571,-785.77143,-620.97143
28.24219,55.88571,-785.77143,-620.97143
28.25000,52.94286,-785.77143,-618.02857
28.25781,52.94286,-785.77143,-618.02857
28.26562,52.94286,-785.77143,-618.02857
28.27344,52.94286,-785.77143,-620.97143
28.28125,52.94286,-785.77143,-620.97143
28.28906,52.94286,-785.77143,-618.02857
28.29688,52.94286,-785.77143,-618.02857
28.30469,52.94286,-785.77143,-620.97143
28.31250,52.94286,-785.77143,-620.97143
28.32031,52.94286,-785.77143,-620.97143
28.32812,52.94286,-785.77143,-620.97143
28.33594,52.94286,-785.77143,-618.02857
28.34375,52.94286,-785.77143,-618.02857
28.35156,52.94286,-785.77143,-620.97143
28.35938,55.88571,-785.77143,-618.02857
28.36719,52.94286,-785.77143,-620.97143
28.37500,52.94286,-785.77143,-618.02857
28.38281,52.94286,-785.77143,-618.02857
28.39062,52.94286,-782.82857,-618.02857
28.39844,52.94286,-785.77143,-618.02857
28.40625,52.94286,-785.77143,-618.02857
28.41406,52.94286,-785.77143,-618.02857
28.42188,52.94286,-785.77143,-620.97143
28.42969,52.94286,-788.71429,-623.91429
28.43750,52.94286,-785.77143,-623.91429
28.44531,52.94286,-785.77143,-623.91429
28.45312,52.94286,-785.77143,-623.91429
28.46094,52.94286,-782.82857,-620.97143
28.46875,52.94286,-782.82857,-618.02857
28.47656,52.94286,-782.82857,-618.02857
28.48438,52.94286,-782.82857,-618.02857
28.49219,52.94286,-782.82857,-618.02857
28.50000,52.94286,-785.77143,-615.08571
28.50781,52.94286,-785.77143,-615.08571
28.51562,52.94286,-785.77143,-618.02857
28.52344,52.94286,-785.77143,-618.02857
28.53125,52.94286,-788.71429,-620.97143
28.53906,55.88571,-788.71429,-620.97143
28.54688,55.88571,-785.77143,-620.97143
28.55469,55.88571,-785.77143,-620.97143
28.56250,55.88571,-785.77143,-620.97143
28.57031,55.88571,-782.82857,-618.02857
28.57812,55.88571,-782.82857,-615.08571
28.58594,52.94286,-785.77143,-618.02857
28.59375,52.94286,-788.71429,-618.02857
28.60156,50.00000,-788.71429,-620.97143
28.60938,50.00000,-785.77143,-620.97143
28.61719,50.00000,-788.71429,-618.02857
28.62500,52.94286,-788.71429,-620.97143
28.63281,52.94286,-785.77143,-620.97143
28.64062,55.88571,-782.82857,-620.97143
28.64844,55.88571,-779.88571,-623.91429
28.65625,55.88571,-779.88571,-620.97143
28.66406,55.88571,-782.82857,-620.97143
28.67188,55.88571,-782.82857,-618.02857
28.67969,52.94286,-785.77143,-618.02857
28.68750,52.94286,-785.77143,-618.02857
28.69531,52.94286,-788.71429,-618.02857
28.70312,52.94286,-788.71429,-618.02857
28.71094,52.94286,-788.71429,-618.02857
28.71875,52.94286,-788.71429,-618.02857
28.72656,52.94286,-788.71429,-618.02857
28.73438,52.94286,-785.77143,-618.02857
28.74219,52.94286,-785.77143,-620.97143
28.75000,52.94286,-785.77143,-618.02857
28.75781,55.88571,-782.82857,-618.02857
28.76562,55.88571,-782.82857,-618.02857
28.77344,55.88571,-782.82857,-618.02857
28.78125,55.88571,-785.77143,-618.02857
28.78906,52.94286,-785.77143,-618.02857
28.79688,52.94286,-788.71429,-618.02857
28.80469,52.94286,-788.71429,-618.02857
28.81250,52.94286,-788.71429,-620.97143
28.82031,52.94286,-788.71429,-623.91429
28.82812,52.94286,-788.71429,-623.91429
28.83594,55.88571,-785.77143,-620.97143
28.84375,55.88571,-782.82857,-620.97143
28.85156,55.88571,-782.82857,-620.97143
28.85938,55.88571,-779.88571,-618.02857
28.86719,55.88571,-782.82857,-618.02857
28.87500,52.94286,-785.77143,-618.02857
28.88281,50.00000,-788.71429,-615.08571
28.89062,50.00000,-788.71429,-615.08571
28.89844,52.94286,-788.71429,-615.08571
28.90625,52.94286,-785.77143,-618.02857
28.91406,52.94286,-785.77143,-618.02857
28.92188,52.94286,-782.82857,-620.97143
28.92969,55.88571,-782.82857,-623.91429
28.93750,55.88571,-782.82857,-623.91429
28.94531,55.88571,-782.82857,-623.91429
28.95312,55.88571,-782.82857,-620.97143
28.96094,55.88571,-782.82857,-620.97143
28.96875,52.94286,-785.77143,-623.91429
28.97656,52.94286,-785.77143,-620.97143
28.98438,52.94286,-785.77143,-618.02857
28.99219,52.94286,-785.77143,-618.02857
29.00000,52.94286,-785.77143,-615.08571
29.00781,52.94286,-785.77143,-618.02857
29.01562,52.94286,-788.71429,-618.02857
29.02344,52.94286,-788.71429,-618.02857
29.03125,52.94286,-785.77143,-618.02857
29.03906,52.94286,-785.77143,-620.97143
29.04688,52.94286,-785.77143,-618.02857
29.05469,52.94286,-785.77143,-618.02857
29.06250,52.94286,-785.77143,-620.97143
29.07031,52.94286,-788.71429,-623.91429
29.07812,52.94286,-785.77143,-623.91429
29.08594,52.94286,-788.71429,-620.97143
29.09375,52.94286,-785.77143,-618.02857
29.10156,52.94286,-782.82857,-615.08571
29.10938,55.88571,-782.82857,-612.14286
29.11719,55.88571,-782.82857,-615.08571
29.12500,55.88571,-782.82857,-618.02857
29.13281,55.88571,-782.82857,-618.02857
29.14062,52.94286,-785.77143,-620.97143
29.14844,52.94286,-788.71429,-623.91429
29.15625,52.94286,-788.71429,-623.91429
29.16406,52.94286,-785.77143,-623.91429
29.17188,52.94286,-785.77143,-623.91429
29.17969,52.94286,-785.77143,-620.97143
29.18750,52.94286,-782.82857,-618.02857
29.19531,52.94286,-782.82857,-618.02857
29.20312,52.94286,-785.77143,-618.02857
29.21094,52.94286,-785.77143,-615.08571
29.21875,52.94286,-785.77143,-618.02857
29.22656,52.94286,-788.71429,-618.02857
29.23438,52.94286,-788.71429,-620.97143
29.24219,52.94286,-788.71429,-620.97143
29.25000,52.94286,-785.77143,-620.97143
29.25781,52.94286,-785.77143,-620.97143
29.26562,52.94286,-785.77143,-620.97143
29.27344,52.94286,-782.82857,-620.97143
29.28125,52.94286,-782.82857,-618.02857
29.28906,52.94286,-782.82857,-618.02857
29.29688,52.94286,-782.82857,-618.02857
29.30469,52.94286,-785.77143,-618.02857
29.31250,52.94286,-785.77143,-618.02857
29.32031,52.94286,-785.77143,-618.02857
29.32812,52.94286,-785.77143,-620.97143
29.33594,52.94286,-785.77143,-620.97143
29.34375,55.88571,-785.77143,-620.97143
29.35156,55.88571,-785.77143,-620.97143
29.35938,55.88571,-785.77143,-620.97143
29.36719,52.94286,-785.77143,-620.97143
29.37500,52.94286,-785.77143,-618.02857
29.38281,52.94286,-785.77143,-618.02857
29.39062,52.94286,-785.77143,-618.02857
29.39844,52.94286,-788.71429,-615.08571
29.40625,50.00000,-788.71429,-618.02857
29.41406,50.00000,-788.71429,-618.02857
29.42188,52.94286,-788.71429,-620.97143
29.42969,52.94286,-785.77143,-620.97143
29.43750,55.88571,-785.77143,-623.91429
29.44531,55.88571,-785.77143,-623.91429
29.45312,55.88571,-782.82857,-623.91429
29.46094,55.88571,-782.82857,-623.91429
29.46875,55.88571,-782.82857,-623.91429
29.47656,55.88571,-782.82857,-620.97143
29.48438,52.94286,-782.82857,-618.02857
29.49219,52.94286,-785.77143,-615.08571
29.50000,52.94286,-785.77143,-615.08571
29.50781,52.94286,-788.71429,-612.14286
29.51562,52.94286,-788.71429,-615.08571
29.52344,52.94286,-788.71429,-615.08571
29.53125,52.94286,-788.71429,-618.02857
29.53906,52.94286,-785.77143,-618.02857
29.54688,52.94286,-785.77143,-618.02857
29.55469,52.94286,-782.82857,-620.97143
29.56250,52.94286,-782.82857,-620.97143
29.57031,52.94286,-782.82857,-620.97143
29.57812,52.94286,-782.82857,-620.97143
29.58594,52.94286,-785.77143,-620.97143
29.59375,52.94286,-785.77143,-620.97143
29.60156,52.94286,-788.71429,-618.02857
29.60938,52.94286,-788.71429,-618.02857
29.61719,52.94286,-788.71429,-618.02857
29.62500,55.88571,-788.71429,-620.97143
29.63281,55.88571,-785.77143,-620.97143
29.64062,55.88571,-782.82857,-620.97143
29.64844,55.88571,-782.82857,-620.97143
29.65625,52.94286,-785.77143,-620.97143
29.66406,52.94286,-785.77143,-618.02857
29.67188,52.94286,-785.77143,-618.02857
29.67969,52.94286,-785.77143,-618.02857
29.68750,52.94286,-785.77143,-618.02857
29.69531,52.94286,-785.77143,-618.02857
29.70312,52.94286,-785.77143,-618.02857
29.71094,52.94286,-785.77143,-618.02857
29.71875,52.94286,-785.77143,-618.02857
29.72656,52.94286,-785.77143,-618.02857
29.73438,52.94286,-782.82857,-620.97143
29.74219,52.94286,-785.77143,-620.97143
29.75000,52.94286,-785.77143,-623.91429
29.75781,52.94286,-785.77143,-620.97143
29.76562,52.94286,-785.77143,-620.97143
29.77344,52.94286,-785.77143,-618.02857
29.78125,52.94286,-785.77143,-618.02857
29.78906,52.94286,-785.77143,-618.02857
29.79688,52.94286,-785.77143,-618.02857
29.80469,52.94286,-785.77143,-618.02857
29.81250,52.94286,-785.77143,-615.08571
29.82031,52.94286,-788.71429,-618.02857
29.82812,52.94286,-788.71429,-618.02857
29.83594,52.94286,-785.77143,-620.97143
29.84375,52.94286,-785.77143,-620.97143
29.85156,52.94286,-785.77143,-620.97143
29.85938,55.88571,-785.77143,-620.97143
29.86719,55.88571,-785.77143,-620.97143
29.87500,52.94286,-785.77143,-618.02857
29.88281,55.88571,-785.77143,-618.02857
29.89062,55.88571,-785.77143,-618.02857
29.89844,52.94286,-785.77143,-618.02857
29.90625,52.94286,-785.77143,-618.02857
29.91406,52.94286,-785.77143,-618.02857
29.92188,52.94286,-785.77143,-618.02857
29.92969,52.94286,-785.77143,-618.02857
29.93750,52.94286,-785.77143,-618.02857
29.94531,52.94286,-785.77143,-618.02857
29.95312,52.94286,-785.77143,-620.97143
29.96094,52.94286,-785.77143,-620.97143
29.96875,52.94286,-785.77143,-620.97143
29.97656,52.94286,-782.82857,-620.97143
29.98438,52.94286,-782.82857,-620.97143
29.99219,52.94286,-782.82857,-620.97143
30.00000,52.94286,-785.77143,-620.97143
30.00781,50.00000,-788.71429,-618.02857
30.01562,52.94286,-788.71429,-618.02857
30.02344,52.94286,-785.77143,-615.08571
30.03125,55.88571,-785.77143,-618.02857
30.03906,55.88571,-785.77143,-618.02857
30.04688,52.94286,-785.77143,-620.97143
30.05469,52.94286,-785.77143,-620.97143
30.06250,52.94286,-785.77143,-620.97143
30.07031,52.94286,-785.77143,-620.97143
30.07812,52.94286,-785.77143,-620.97143
30.08594,52.94286,-785.77143,-620.97143
30.09375,52.94286,-785.77143,-618.02857
30.10156,52.94286,-785.77143,-618.02857
30.10938,52.94286,-785.77143,-618.02857
30.11719,52.94286,-785.77143,-615.08571
30.12500,52.94286,-785.77143,-618.02857
30.13281,52.94286,-782.82857,-620.97143
30.14062,55.88571,-785.77143,-618.02857
30.14844,55.88571,-785.77143,-618.02857
30.15625,55.88571,-788.71429,-618.02857
30.16406,55.88571,-788.71429,-618.02857
30.17188,55.88571,-785.77143,-620.97143
30.17969,52.94286,-785.77143,-620.97143
30.18750,52.94286,-785.77143,-620.97143
30.19531,52.94286,-785.77143,-618.02857
30.20312,52.94286,-788.71429,-618.02857
30.21094,50.00000,-785.77143,-618.02857
30.21875,50.00000,-785.77143,-618.02857
30.22656,52.94286,-785.77143,-618.02857
30.23438,52.94286,-785.77143,-615.08571
30.24219,52.94286,-782.82857,-615.08571
30.25000,55.88571,-782.82857,-618.02857
30.25781,55.88571,-782.82857,-620.97143
30.26562,52.94286,-779.88571,-623.91429
30.27344,52.94286,-782.82857,-626.85714
30.28125,52.94286,-782.82857,-629.80000
30.28906,52.94286,-785.77143,-626.85714
30.29688,50.00000,-788.71429,-626.85714
30.30469,52.94286,-788.71429,-623.91429
30.31250,52.94286,-785.77143,-620.97143
30.32031,52.94286,-785.77143,-618.02857
30.32812,52.94286,-782.82857,-615.08571
30.33594,52.94286,-782.82857,-612.14286
30.34375,52.94286,-785.77143,-609.20000
30.35156,52.94286,-785.77143,-609.20000
30.35938,52.94286,-785.77143,-618.02857
30.36719,52.94286,-785.77143,-620.97143
30.37500,52.94286,-785.77143,-620.97143
30.38281,52.94286,-785.77143,-620.97143
30.39062,52.94286,-788.71429,-623.91429
30.39844,52.94286,-788.71429,-620.97143
30.40625,52.94286,-785.77143,-620.97143
30.41406,52.94286,-782.82857,-618.02857
30.42188,55.88571,-782.82857,-618.02857
30.42969,55.88571,-782.82857,-618.02857
30.43750,55.88571,-782.82857,-618.02857
30.44531,55.88571,-785.77143,-618.02857
30.45312,55.88571,-785.77143,-618.02857
30.46094,55.88571,-785.77143,-618.02857
30.46875,52.94286,-785.77143,-618.02857
30.47656,52.94286,-785.77143,-618.02857
30.48438,52.94286,-788.71429,-620.97143
30.49219,50.00000,-788.71429,-620.97143
30.50000,52.94286,-785.77143,-620.97143
30.50781,52.94286,-782.82857,-620.97143
30.51562,52.94286,-782.82857,-620.97143
30.52344,55.88571,-779.88571,-618.02857
30.53125,55.88571,-779.88571,-620.97143
30.53906,52.94286,-782.82857,-618.02857
30.54688,52.94286,-785.77143,-618.02857
30.55469,52.94286,-785.77143,-618.02857
30.56250,52.94286,-785.77143,-618.02857
30.57031,52.94286,-788.71429,-620.97143
30.57812,52.94286,-785.77143,-620.97143
30.58594,52.94286,-785.77143,-618.02857
30.59375,52.94286,-785.77143,-620.97143
30.60156,52.94286,-785.77143,-620.97143
30.60938,52.94286,-785.77143,-618.02857
30.61719,52.94286,-785.77143,-620.97143
30.62500,52.94286,-785.77143,-620.97143
30.63281,52.94286,-785.77143,-620.97143
30.64062,52.94286,-788.71429,-618.02857
30.64844,52.94286,-788.71429,-618.02857
30.65625,52.94286,-785.77143,-618.02857
30.66406,52.94286,-785.77143,-615.08571
30.67188,52.94286,-788.71429,-615.08571
30.67969,52.94286,-785.77143,-615.08571
30.68750,52.94286,-785.77143,-618.02857
30.69531,52.94286,-785.77143,-618.02857
30.70312,52.94286,-785.77143,-618.02857
30.71094,52.94286,-785.77143,-620.97143
30.71875,52.94286,-785.77143,-620.97143
30.72656,52.94286,-785.77143,-620.97143
30.73438,52.94286,-785.77143,-623.91429
30.74219,52.94286,-785.77143,-623.91429
30.75000,52.94286,-785.77143,-620.97143
30.75781,52.94286,-785.77143,-620.97143
30.76562,52.94286,-785.77143,-623.91429
30.77344,52.94286,-785.77143,-620.97143
30.78125,52.94286,-785.77143,-620.97143
30.78906,52.94286,-785.77143,-620.97143
30.79688,52.94286,-785.77143,-620.97143
30.80469,52.94286,-782.82857,-618.02857
30.81250,52.94286,-782.82857,-618.02857
30.82031,52.94286,-782.82857,-618.02857
30.82812,52.94286,-782.82857,-618.02857
30.83594,52.94286,-782.82857,-618.02857
30.84375,52.94286,-782.82857,-618.02857
30.85156,52.94286,-785.77143,-620.97143
30.85938,52.94286,-785.77143,-623.91429
30.86719,52.94286,-785.77143,-623.91429
30.87500,52.94286,-785.77143,-623.91429
30.88281,52.94286,-785.77143,-623.91429
30.89062,52.94286,-782.82857,-623.91429
30.89844,52.94286,-785.77143,-620.97143
30.90625,52.94286,-785.77143,-618.02857
30.91406,52.94286,-785.77143,-618.02857
30.92188,52.94286,-785.77143,-615.08571
30.92969,52.94286,-785.77143,-615.08571
30.93750,55.88571,-785.77143,-618.02857
30.94531,55.88571,-785.77143,-618.02857
30.95312,55.88571,-785.77143,-618.02857
30.96094,55.88571,-785.77143,-620.97143
30.96875,52.94286,-785.77143,-623.91429
30.97656,52.94286,-785.77143,-626.85714
30.98438,52.94286,-782.82857,-626.85714
30.99219,52.94286,-782.82857,-626.85714
31.00000,52.94286,-782.82857,-623.91429
31.00781,52.94286,-782.82857,-620.97143
31.01562,52.94286,-785.77143,-618.02857
31.02344,52.94286,-788.71429,-615.08571
31.03125,52.94286,-788.71429,-612.14286
31.03906,52.94286,-788.71429,-612.14286
31.04688,50.00000,-788.71429,-615.08571
